Pos,Juego,Mes,Año,HorasV,HorasT,Streamers,MaxEsp,MaxCan,PromEsp,PromCan
78,Age of Empires II,Noviembre,2023,"  2,661,172 horas","    36,458 horas","    3,733 streamers","   29,704 espectadores",    103 canales,"  3,701 espectadores",    50 canales
76,Age of Empires II,Enero,2024,"  2,996,461 horas","    36,743 horas","    3,737 streamers","   31,614 espectadores",    103 canales,"  4,032 espectadores",    49 canales
161,The Legend of Zelda: Ocarina of Time,Junio,2024,"    781,116 horas","    30,509 horas","    3,295 streamers","    9,440 espectadores",    103 canales,"  1,086 espectadores",    42 canales
114,The Witcher 3: Wild Hunt,Noviembre,2016,"    252,245 horas","    32,770 horas","    5,560 streamers","    4,790 espectadores",    104 canales,    350 espectadores,NA
78,Tekken 7,Enero,2020,"  1,198,374 horas","    45,593 horas","    8,190 streamers","   44,635 espectadores",    104 canales,"  1,612 espectadores",    61 canales
162,Dofus,Mayo,2021,"  1,018,662 horas","    29,584 horas","    1,661 streamers","    5,282 espectadores",    104 canales,"  1,371 espectadores",    39 canales
90,Street Fighter V,Mayo,2022,"  1,938,311 horas","    42,459 horas","    5,290 streamers","   53,224 espectadores",    104 canales,NA,    57 canales
114,The Witcher 3: Wild Hunt,Marzo,2016,"    220,951 horas","    36,497 horas","    6,973 streamers","    2,893 espectadores",    105 canales,    297 espectadores,    49 canales
112,Bloodborne,Junio,2018,"    557,921 horas","    40,492 horas","    7,189 streamers","   12,483 espectadores",    105 canales,    775 espectadores,    56 canales
168,Terraria,Febrero,2019,"    308,084 horas","    33,346 horas","    5,808 streamers","    2,235 espectadores",    105 canales,    459 espectadores,    49 canales
108,Star Citizen,Marzo,2019,"    649,385 horas","    22,524 horas","    1,993 streamers","   10,903 espectadores",    105 canales,NA,NA
189,Guild Wars 2,Enero,2020,"    372,025 horas","    28,796 horas","    2,427 streamers","    2,004 espectadores",    105 canales,    500 espectadores,    38 canales
86,Street Fighter V,Julio,2020,"  1,777,609 horas","    41,238 horas","    3,572 streamers","   37,634 espectadores",    105 canales,NA,    55 canales
195,The Legend of Zelda: Ocarina of Time,Octubre,2022,"    704,617 horas","    30,607 horas","    3,186 streamers","   14,537 espectadores",    105 canales,NA,NA
108,The Witcher 3: Wild Hunt,Octubre,2016,"    263,992 horas","    34,403 horas","    6,195 streamers","    5,755 espectadores",    106 canales,    355 espectadores,    46 canales
133,Guild Wars 2,Agosto,2018,"    398,131 horas","    34,692 horas","    3,535 streamers","    4,249 espectadores",    106 canales,    535 espectadores,    46 canales
93,Star Citizen,Abril,2019,"    806,725 horas","    29,196 horas","    2,857 streamers","    8,334 espectadores",    106 canales,"  1,122 espectadores",    40 canales
115,Bloodborne,Febrero,2020,"    698,492 horas","    35,903 horas","    4,772 streamers","    7,616 espectadores",    106 canales,"  1,005 espectadores",    51 canales
119,Dofus,Noviembre,2020,"  1,189,429 horas","    33,457 horas","    2,023 streamers","    8,932 espectadores",    106 canales,"  1,654 espectadores",NA
182,Dofus,Octubre,2021,"    741,679 horas","    25,205 horas","    1,496 streamers","    6,248 espectadores",    106 canales,    998 espectadores,NA
164,Tekken 7,Noviembre,2023,"    892,727 horas","    43,279 horas","    5,798 streamers","   14,351 espectadores",    106 canales,"  1,241 espectadores",    60 canales
78,Stardew Valley,Enero,2017,"    696,427 horas","    39,692 horas","    6,854 streamers","    6,331 espectadores",    107 canales,    937 espectadores,    53 canales
187,The Legend of Zelda: Ocarina of Time,Junio,2022,"    685,961 horas","    30,797 horas","    3,484 streamers","    4,796 espectadores",    107 canales,    954 espectadores,    42 canales
168,Bloodborne,Diciembre,2023,"    801,956 horas","    37,587 horas","    6,788 streamers",NA,    107 canales,"  1,079 espectadores",    50 canales
92,Age of Empires II,Febrero,2024,"  2,404,667 horas","    33,938 horas","    3,468 streamers","   26,348 espectadores",    107 canales,"  3,459 espectadores",    48 canales
132,Roblox,Septiembre,2016,"    161,258 horas","    25,670 horas","    8,910 streamers","    9,548 espectadores",    108 canales,    224 espectadores,    35 canales
125,The Witcher 3: Wild Hunt,Agosto,2017,"    342,199 horas","    39,698 horas","    6,049 streamers","   11,285 espectadores",    108 canales,    460 espectadores,    53 canales
145,Roblox,Agosto,2017,"    272,393 horas","    37,850 horas","    9,940 streamers","   19,754 espectadores",    108 canales,    366 espectadores,    50 canales
109,Star Citizen,Noviembre,2017,"    430,457 horas","    12,572 horas","    1,459 streamers","    4,498 espectadores",    108 canales,    598 espectadores,    17 canales
36,Street Fighter V,Abril,2018,"  2,425,340 horas","    33,264 horas","    4,462 streamers","   61,872 espectadores",    108 canales,"  3,373 espectadores",    46 canales
121,Guild Wars 2,Mayo,2018,"    447,021 horas","    35,967 horas","    3,723 streamers","    3,056 espectadores",    108 canales,    601 espectadores,NA
191,Stardew Valley,Diciembre,2018,"    284,833 horas","    36,730 horas","    7,021 streamers","    3,801 espectadores",    108 canales,    383 espectadores,    49 canales
113,Terraria,Julio,2019,"    538,642 horas","    43,726 horas","    7,684 streamers","    8,167 espectadores",    108 canales,NA,    58 canales
129,Terraria,Agosto,2019,"    467,350 horas","    35,448 horas","    6,485 streamers","   10,140 espectadores",    108 canales,    629 espectadores,NA
78,Super Smash Bros. Melee,Diciembre,2020,"  2,270,169 horas","    28,915 horas","    3,429 streamers","   72,236 espectadores",    108 canales,"  3,055 espectadores",    38 canales
172,Bloodborne,Noviembre,2022,"    711,984 horas","    29,983 horas","    5,794 streamers","   12,248 espectadores",    108 canales,    990 espectadores,    41 canales
152,Roblox,Diciembre,2016,"    196,429 horas","    31,630 horas","    1,878 streamers",NA,    109 canales,    264 espectadores,    42 canales
99,Star Citizen,Octubre,2018,"    734,832 horas","    19,412 horas","    1,979 streamers",NA,    110 canales,    989 espectadores,    26 canales
50,Dofus,Octubre,2019,"  1,932,183 horas","    28,317 horas","    2,296 streamers","   12,752 espectadores",    110 canales,NA,NA
52,Street Fighter V,Enero,2020,"  2,602,393 horas","    41,422 horas","    4,678 streamers","   86,365 espectadores",    110 canales,"  3,502 espectadores",    55 canales
97,Street Fighter V,Mayo,2020,"  1,513,065 horas","    41,270 horas","    3,458 streamers","    8,417 espectadores",    110 canales,"  2,036 espectadores",    55 canales
122,Tekken 7,Junio,2020,"    983,397 horas","    51,028 horas","    6,884 streamers","   45,772 espectadores",    110 canales,"  1,367 espectadores",NA
173,Guild Wars 2,Junio,2020,"    604,378 horas","    36,688 horas","    2,678 streamers","    4,867 espectadores",    110 canales,    840 espectadores,    51 canales
180,Super Smash Bros. Melee,Febrero,2021,"    729,420 horas","    25,618 horas","    2,917 streamers","   21,890 espectadores",    110 canales,"  1,087 espectadores",    38 canales
135,Tekken 7,Enero,2023,"  1,046,800 horas","    51,353 horas","    8,093 streamers","   18,600 espectadores",    110 canales,"  1,408 espectadores",    69 canales
181,Guild Wars 2,Enero,2023,"    746,610 horas","    36,788 horas","    3,242 streamers","    4,545 espectadores",    110 canales,"  1,004 espectadores",    49 canales
189,Bloodborne,Mayo,2024,"    700,510 horas","    39,513 horas","    7,394 streamers","    8,149 espectadores",    110 canales,    942 espectadores,    53 canales
120,Star Citizen,Julio,2024,"  1,207,954 horas","    35,345 horas","    2,518 streamers","   11,573 espectadores",    110 canales,"  1,625 espectadores",NA
162,Roblox,Mayo,2016,"    125,130 horas","    27,174 horas","    8,952 streamers","    6,795 espectadores",    111 canales,    168 espectadores,    36 canales
87,Bloodborne,Diciembre,2017,"    664,153 horas","    40,447 horas","    7,292 streamers","   15,995 espectadores",    111 canales,    893 espectadores,    54 canales
109,Stardew Valley,Enero,2018,"    474,675 horas","    43,250 horas","    6,746 streamers","    4,340 espectadores",    111 canales,NA,NA
46,Street Fighter V,Junio,2018,"  1,963,304 horas","    28,856 horas","    4,071 streamers","   25,316 espectadores",    111 canales,"  2,730 espectadores",    40 canales
91,The Legend of Zelda: Ocarina of Time,Octubre,2018,"    852,005 horas","    20,261 horas","    1,659 streamers","   20,208 espectadores",    111 canales,"  1,146 espectadores",    27 canales
167,Tekken 7,Febrero,2022,"    731,939 horas","    45,320 horas","    6,758 streamers","   14,456 espectadores",    111 canales,"  1,090 espectadores",    67 canales
185,Guild Wars 2,Julio,2022,"    698,653 horas","    36,715 horas","    3,056 streamers","    4,959 espectadores",    111 canales,    940 espectadores,NA
123,Star Citizen,Agosto,2023,"  1,176,001 horas","    40,104 horas","    3,006 streamers","   33,435 espectadores",    111 canales,"  1,582 espectadores",NA
72,Stardew Valley,Febrero,2017,"    646,743 horas","    35,036 horas","    5,541 streamers","    6,306 espectadores",    112 canales,    963 espectadores,    52 canales
89,Age of Empires II,Octubre,2021,"  2,094,576 horas","    41,177 horas","    3,367 streamers","   29,444 espectadores",    112 canales,"  2,819 espectadores",    55 canales
144,The Legend of Zelda: Ocarina of Time,Mayo,2022,"  1,051,814 horas","    33,803 horas","    3,757 streamers","   13,966 espectadores",    112 canales,"  1,415 espectadores",    45 canales
92,Street Fighter V,Junio,2022,"  1,765,726 horas","    43,292 horas","    6,192 streamers","   44,120 espectadores",    112 canales,"  2,455 espectadores",NA
188,Bloodborne,Octubre,2022,"    791,163 horas","    41,968 horas","    7,028 streamers","   16,243 espectadores",    112 canales,"  1,064 espectadores",    56 canales
198,The Legend of Zelda: Ocarina of Time,Mayo,2023,"    605,969 horas","    32,302 horas","    3,851 streamers","    6,627 espectadores",    112 canales,    815 espectadores,NA
107,The Witcher 3: Wild Hunt,Abril,2016,"    242,565 horas","    36,794 horas","    6,529 streamers","    4,052 espectadores",    113 canales,    337 espectadores,NA
138,Guild Wars 2,Octubre,2018,"    404,806 horas","    34,874 horas","    3,366 streamers",NA,    113 canales,    544 espectadores,    46 canales
145,Guild Wars 2,Marzo,2019,"    429,797 horas","    34,662 horas","    3,161 streamers","    3,868 espectadores",    113 canales,    578 espectadores,    46 canales
39,Tekken 7,Agosto,2019,"  3,035,084 horas","    50,706 horas","    7,956 streamers","  236,556 espectadores",    113 canales,"  4,084 espectadores",    68 canales
98,The Legend of Zelda: Ocarina of Time,Septiembre,2019,"    678,669 horas","    24,668 horas","    2,003 streamers","    8,840 espectadores",    113 canales,    943 espectadores,    34 canales
172,Guild Wars 2,Marzo,2020,"    482,096 horas","    35,038 horas","    3,029 streamers","    2,387 espectadores",    113 canales,    648 espectadores,    47 canales
180,The Legend of Zelda: Ocarina of Time,Septiembre,2022,"    798,746 horas","    32,825 horas","    3,485 streamers","    7,074 espectadores",    113 canales,"  1,110 espectadores",    45 canales
163,Bloodborne,Agosto,2023,"    851,341 horas","    42,068 horas","    7,606 streamers","   24,364 espectadores",    113 canales,"  1,145 espectadores",    56 canales
139,Terraria,Abril,2019,"    462,434 horas","    37,830 horas","    6,851 streamers","   17,440 espectadores",    114 canales,    643 espectadores,    52 canales
68,Age of Empires II,Octubre,2020,"  2,641,651 horas","    38,670 horas","    2,950 streamers",NA,    114 canales,"  3,555 espectadores",    52 canales
70,Age of Empires II,Julio,2021,"  2,837,032 horas","    46,231 horas","    3,804 streamers","   20,387 espectadores",    114 canales,NA,    62 canales
104,Tekken 7,Mayo,2022,"  1,632,379 horas","    50,171 horas","    7,109 streamers","   74,993 espectadores",    114 canales,"  2,197 espectadores",    67 canales
118,Tekken 7,Julio,2022,"  1,490,836 horas","    52,508 horas","    7,821 streamers","   34,860 espectadores",    114 canales,"  2,006 espectadores",    70 canales
127,Star Citizen,Mayo,2019,"    547,801 horas","    26,372 horas","    2,613 streamers",NA,    115 canales,    737 espectadores,    35 canales
123,Tekken 7,Diciembre,2021,"  1,362,187 horas","    56,062 horas","    5,753 streamers","   43,146 espectadores",    115 canales,"  1,833 espectadores",    75 canales
182,Guild Wars 2,Mayo,2022,"    735,461 horas","    38,679 horas","    3,255 streamers",NA,    115 canales,    989 espectadores,    52 canales
120,Tekken 7,Noviembre,2022,"  1,198,836 horas","    45,159 horas","    7,067 streamers","   30,314 espectadores",    115 canales,"  1,667 espectadores",    62 canales
129,Tekken 7,Junio,2023,"    969,821 horas","    40,529 horas","    6,790 streamers","   25,565 espectadores",    115 canales,"  1,348 espectadores",    56 canales
85,The Witcher 3: Wild Hunt,Diciembre,2016,"    517,764 horas","    37,571 horas","    1,654 streamers","    7,716 espectadores",    116 canales,    696 espectadores,    50 canales
125,The Witcher 3: Wild Hunt,Noviembre,2017,"    333,431 horas","    39,471 horas","    6,482 streamers","    3,795 espectadores",    116 canales,    463 espectadores,NA
86,The Legend of Zelda: Ocarina of Time,Diciembre,2018,"    897,371 horas","    24,218 horas","    2,076 streamers","   10,034 espectadores",    116 canales,"  1,207 espectadores",    32 canales
91,Terraria,Junio,2019,"    939,604 horas","    44,907 horas","    8,067 streamers","   18,312 espectadores",    116 canales,"  1,306 espectadores",    62 canales
42,Street Fighter V,Agosto,2019,"  2,768,690 horas","    35,503 horas","    4,185 streamers","  194,951 espectadores",    116 canales,"  3,726 espectadores",    47 canales
179,Guild Wars 2,Junio,2022,"    732,940 horas","    35,842 horas","    3,092 streamers","    4,636 espectadores",    116 canales,"  1,019 espectadores",NA
147,Bloodborne,Abril,2024,"  1,024,374 horas","    42,611 horas","    7,723 streamers","   23,194 espectadores",    116 canales,"  1,424 espectadores",    59 canales
70,The Witcher 3: Wild Hunt,Septiembre,2016,"    380,928 horas","    41,835 horas","    7,603 streamers","    3,856 espectadores",    117 canales,    529 espectadores,    58 canales
105,Terraria,Febrero,2020,"    777,424 horas","    43,984 horas","    7,066 streamers","   22,339 espectadores",    117 canales,"  1,118 espectadores",    63 canales
51,Chess,Marzo,2020,"  2,655,564 horas","    25,040 horas","    2,054 streamers","   43,863 espectadores",    117 canales,"  3,574 espectadores",NA
113,Tekken 7,Octubre,2020,"  1,168,406 horas","    55,473 horas","    6,671 streamers","   15,527 espectadores",    117 canales,"  1,572 espectadores",    74 canales
88,Street Fighter V,Noviembre,2020,"  1,833,880 horas","    45,469 horas","    4,290 streamers","   44,026 espectadores",    117 canales,"  2,550 espectadores",    63 canales
118,Street Fighter V,Septiembre,2021,"  1,516,963 horas","    42,010 horas","    3,745 streamers","   38,843 espectadores",    117 canales,"  2,109 espectadores",    58 canales
81,Street Fighter V,Abril,2022,"  2,280,875 horas","    48,203 horas","    5,800 streamers","  114,405 espectadores",    117 canales,"  3,172 espectadores",NA
198,Bloodborne,Enero,2023,"    663,078 horas","    45,522 horas","    8,355 streamers","    9,455 espectadores",    117 canales,    892 espectadores,NA
97,Bloodborne,Febrero,2017,"    406,906 horas","    37,560 horas","    6,674 streamers","    5,650 espectadores",    118 canales,    606 espectadores,    55 canales
155,Guild Wars 2,Julio,2017,"    295,663 horas","    27,312 horas","    2,785 streamers","    2,170 espectadores",    118 canales,    397 espectadores,    36 canales
124,Stardew Valley,Mayo,2019,"    566,937 horas","    49,405 horas","    8,323 streamers","    5,603 espectadores",    118 canales,    763 espectadores,    66 canales
94,The Legend of Zelda: Ocarina of Time,Agosto,2019,"    702,053 horas","    27,884 horas","    2,256 streamers","    7,196 espectadores",    118 canales,    944 espectadores,    37 canales
130,Tekken 7,Noviembre,2021,"  1,330,349 horas","    55,453 horas","    5,597 streamers","   31,461 espectadores",    118 canales,"  1,850 espectadores",NA
195,Guild Wars 2,Diciembre,2021,"    655,625 horas","    37,889 horas","    2,610 streamers","    5,335 espectadores",    118 canales,    882 espectadores,    50 canales
88,Age of Empires II,Abril,2023,"  1,940,071 horas","    44,474 horas","    5,383 streamers","   11,028 espectadores",    118 canales,"  2,698 espectadores",    61 canales
192,The Legend of Zelda: Ocarina of Time,Abril,2023,"    659,997 horas","    39,544 horas","    4,182 streamers","    4,779 espectadores",    118 canales,NA,    54 canales
193,Bloodborne,Julio,2023,"    683,103 horas","    45,144 horas","    8,031 streamers","   14,473 espectadores",    118 canales,    919 espectadores,NA
118,The Witcher 3: Wild Hunt,Mayo,2024,"  1,473,280 horas","    40,435 horas","    5,051 streamers","   14,533 espectadores",    118 canales,"  1,982 espectadores",    54 canales
106,Bloodborne,Mayo,2016,"    233,648 horas","    38,583 horas","    7,563 streamers","    5,392 espectadores",    119 canales,    314 espectadores,    51 canales
124,Roblox,Agosto,2016,"    232,408 horas","    41,736 horas","   12,590 streamers","    5,784 espectadores",    119 canales,    312 espectadores,    56 canales
51,Street Fighter V,Febrero,2018,"  1,108,889 horas","    29,734 horas","    4,269 streamers","   15,980 espectadores",    119 canales,"  1,652 espectadores",NA
100,The Legend of Zelda: Ocarina of Time,Mayo,2019,"    777,838 horas","    29,465 horas","    2,339 streamers","   17,403 espectadores",    119 canales,"  1,046 espectadores",    39 canales
104,Street Fighter V,Diciembre,2020,"  1,487,591 horas","    46,113 horas","    4,282 streamers","   21,371 espectadores",    119 canales,"  2,002 espectadores",    62 canales
106,Street Fighter V,Junio,2021,"  1,674,735 horas","    42,567 horas","    4,126 streamers","   49,837 espectadores",    119 canales,NA,    59 canales
122,Tekken 7,Diciembre,2022,"  1,097,730 horas","    47,600 horas","    7,824 streamers","   35,037 espectadores",    119 canales,NA,    64 canales
56,Roblox,Junio,2016,"    524,173 horas","    36,841 horas","   10,481 streamers","   12,002 espectadores",    120 canales,    729 espectadores,NA
109,Tekken 7,Junio,2022,"  1,531,974 horas","    53,358 horas","    7,816 streamers","   56,744 espectadores",    120 canales,"  2,130 espectadores",    74 canales
43,Chess,Julio,2022,"  5,305,606 horas","    41,818 horas","    6,069 streamers",NA,    120 canales,"  7,140 espectadores",NA
102,Age of Empires II,Agosto,2022,"  1,884,819 horas","    32,083 horas","    3,190 streamers","   13,661 espectadores",    120 canales,"  2,536 espectadores",    43 canales
133,Super Smash Bros. Melee,Agosto,2022,"  1,301,408 horas","    15,794 horas","    2,385 streamers","   90,243 espectadores",    120 canales,"  1,751 espectadores",    21 canales
61,Street Fighter V,Abril,2023,"  3,420,977 horas","    41,956 horas","    6,163 streamers","  102,205 espectadores",    120 canales,"  4,757 espectadores",    58 canales
150,Bloodborne,Noviembre,2023,"  1,038,722 horas","    37,100 horas","    6,681 streamers","   14,211 espectadores",    120 canales,"  1,444 espectadores",    51 canales
75,Street Fighter V,Enero,2016,"    475,393 horas","     5,516 horas","    2,561 streamers","   23,133 espectadores",    121 canales,    639 espectadores,     7 canales
196,Roblox,Febrero,2017,"    149,454 horas","    29,040 horas","    9,201 streamers","    3,570 espectadores",    121 canales,NA,    43 canales
60,The Witcher 3: Wild Hunt,Diciembre,2017,"  1,101,504 horas","    40,935 horas","    6,665 streamers",NA,    121 canales,"  1,482 espectadores",    55 canales
125,Tekken 7,Julio,2020,"  1,098,417 horas","    56,907 horas","    7,386 streamers","   32,733 espectadores",    121 canales,NA,NA
30,Chess,Agosto,2020,"  7,420,337 horas","    45,943 horas","    5,374 streamers","   92,999 espectadores",    121 canales,"  9,986 espectadores",    61 canales
45,Chess,Octubre,2020,"  4,294,301 horas","    41,209 horas","    3,989 streamers","   50,371 espectadores",    121 canales,"  5,779 espectadores",    55 canales
187,Guild Wars 2,Diciembre,2020,"    565,850 horas","    40,325 horas","    2,767 streamers","    1,796 espectadores",    121 canales,    761 espectadores,    54 canales
190,Guild Wars 2,Noviembre,2021,"    684,862 horas","    37,540 horas","    2,497 streamers","    8,961 espectadores",    121 canales,    952 espectadores,    52 canales
174,Guild Wars 2,Abril,2022,"    804,309 horas","    41,457 horas","    3,493 streamers","   10,813 espectadores",    121 canales,"  1,118 espectadores",NA
71,Age of Empires II,Marzo,2023,"  2,645,963 horas","    46,143 horas","    6,491 streamers",NA,    121 canales,"  3,561 espectadores",    62 canales
27,Street Fighter V,Septiembre,2016,"  1,843,029 horas","    25,623 horas","    4,492 streamers","   37,304 espectadores",    122 canales,"  2,563 espectadores",    35 canales
189,The Legend of Zelda: Ocarina of Time,Septiembre,2021,"    773,629 horas","    34,980 horas","    2,876 streamers","    7,218 espectadores",    122 canales,NA,    48 canales
175,The Legend of Zelda: Ocarina of Time,Marzo,2022,"    708,883 horas","    35,597 horas","    3,982 streamers","   25,385 espectadores",    122 canales,    954 espectadores,    47 canales
167,Guild Wars 2,Abril,2023,"    851,898 horas","    44,553 horas","    3,502 streamers","    3,774 espectadores",    122 canales,"  1,184 espectadores",NA
85,Guild Wars 2,Octubre,2017,"    587,110 horas","    42,544 horas","    4,237 streamers","    3,344 espectadores",    123 canales,    790 espectadores,    57 canales
91,The Legend of Zelda: Ocarina of Time,Julio,2019,"    697,480 horas","    26,199 horas","    2,140 streamers","   20,117 espectadores",    123 canales,NA,    35 canales
44,Chess,Abril,2020,"  3,784,982 horas","    34,966 horas","    2,713 streamers","   47,638 espectadores",    123 canales,"  5,264 espectadores",    48 canales
71,Age of Empires II,Septiembre,2021,"  3,090,202 horas","    44,062 horas","    3,838 streamers","   57,427 espectadores",    123 canales,"  4,297 espectadores",    61 canales
44,Chess,Junio,2022,"  6,429,152 horas","    38,171 horas","    5,613 streamers","  113,009 espectadores",    123 canales,"  8,941 espectadores",    53 canales
37,Street Fighter V,Octubre,2017,"  2,135,289 horas","    27,954 horas","    3,839 streamers","   36,664 espectadores",    124 canales,"  2,873 espectadores",    37 canales
81,The Legend of Zelda: Ocarina of Time,Agosto,2018,"    916,937 horas","    26,221 horas","    2,051 streamers","    8,829 espectadores",    124 canales,NA,    35 canales
127,Bloodborne,Marzo,2020,"    741,030 horas","    43,748 horas","    6,232 streamers","   17,273 espectadores",    124 canales,    997 espectadores,NA
97,Super Smash Bros. Melee,Julio,2020,"  1,439,699 horas","    34,602 horas","    4,272 streamers","   38,548 espectadores",    124 canales,NA,    46 canales
190,Star Citizen,Julio,2021,"    768,864 horas","    30,111 horas","    1,962 streamers","   14,898 espectadores",    124 canales,"  1,034 espectadores",NA
44,Chess,Octubre,2022,"  5,312,851 horas","    40,814 horas","    5,841 streamers","   51,388 espectadores",    124 canales,"  7,150 espectadores",    54 canales
155,Bloodborne,Febrero,2023,"    760,103 horas","    39,806 horas","    7,587 streamers","   17,669 espectadores",    124 canales,"  1,132 espectadores",    59 canales
75,Age of Empires II,Mayo,2023,"  2,420,586 horas","    40,333 horas","    4,881 streamers","   25,753 espectadores",    124 canales,"  3,257 espectadores",    54 canales
22,Street Fighter V,Julio,2017,"  3,238,233 horas","    28,502 horas","    4,438 streamers","  205,793 espectadores",    125 canales,"  4,358 espectadores",NA
57,Dofus,Octubre,2017,"    964,907 horas","    16,742 horas","    1,650 streamers","   12,517 espectadores",    125 canales,"  1,298 espectadores",    22 canales
122,Guild Wars 2,Julio,2018,"    583,653 horas","    40,841 horas","    4,014 streamers","    2,313 espectadores",    125 canales,    785 espectadores,    54 canales
170,The Witcher 3: Wild Hunt,Diciembre,2018,"    358,524 horas","    41,362 horas","    6,766 streamers","    4,945 espectadores",    125 canales,    482 espectadores,    55 canales
149,Terraria,Enero,2019,"    504,028 horas","    45,890 horas","    8,087 streamers",NA,    125 canales,    678 espectadores,    61 canales
141,Stardew Valley,Julio,2019,"    432,457 horas","    46,371 horas","    8,028 streamers","   15,449 espectadores",    125 canales,    582 espectadores,    62 canales
144,The Legend of Zelda: Ocarina of Time,Febrero,2023,"    853,478 horas","    32,282 horas","    3,756 streamers",NA,    125 canales,"  1,271 espectadores",    48 canales
154,Guild Wars 2,Julio,2023,"    980,449 horas","    44,349 horas","    3,445 streamers","    5,568 espectadores",    125 canales,"  1,319 espectadores",NA
26,Street Fighter V,Mayo,2017,"  2,637,768 horas","    29,251 horas","    4,901 streamers","   53,647 espectadores",    126 canales,"  3,550 espectadores",NA
142,The Witcher 3: Wild Hunt,Noviembre,2018,"    403,731 horas","    41,275 horas","    6,936 streamers","    4,326 espectadores",    126 canales,    561 espectadores,NA
128,iRacing,Noviembre,2019,"    438,734 horas","    29,020 horas","    2,542 streamers","    2,587 espectadores",    126 canales,    610 espectadores,    40 canales
165,Star Citizen,Marzo,2022,"    796,298 horas","    40,163 horas","    3,205 streamers","   13,323 espectadores",    126 canales,"  1,071 espectadores",    54 canales
156,Roblox,Mayo,2018,"    299,104 horas","    42,449 horas","   11,619 streamers","   30,358 espectadores",    127 canales,    402 espectadores,    57 canales
170,Stardew Valley,Enero,2019,"    413,479 horas","    50,706 horas","    8,805 streamers","    6,606 espectadores",    127 canales,    556 espectadores,    68 canales
128,Bloodborne,Agosto,2020,"    975,113 horas","    51,224 horas","    5,536 streamers",NA,    127 canales,"  1,312 espectadores",NA
147,Star Citizen,Agosto,2020,"    838,808 horas","    38,260 horas","    2,630 streamers","   23,620 espectadores",    127 canales,"  1,128 espectadores",    51 canales
135,Tekken 7,Febrero,2021,"  1,079,433 horas","    54,745 horas","    7,423 streamers","    9,685 espectadores",    127 canales,"  1,608 espectadores",    81 canales
187,Guild Wars 2,Enero,2022,"    796,180 horas","    42,950 horas","    3,671 streamers","   23,850 espectadores",    127 canales,"  1,071 espectadores",    57 canales
77,Chess,Agosto,2024,"  2,755,940 horas","    42,482 horas","    5,859 streamers","   28,577 espectadores",    127 canales,NA,    57 canales
111,Street Fighter V,Enero,2021,"  1,388,220 horas","    49,038 horas","    4,588 streamers","   31,577 espectadores",    128 canales,"  1,868 espectadores",    66 canales
134,The Legend of Zelda: Ocarina of Time,Enero,2023,"  1,049,675 horas","    36,189 horas","    3,799 streamers","   10,966 espectadores",    128 canales,"  1,412 espectadores",    48 canales
179,Bloodborne,Marzo,2023,"    715,024 horas","    43,451 horas","    8,258 streamers","   49,403 espectadores",    128 canales,    962 espectadores,    58 canales
139,Bloodborne,Enero,2024,"  1,088,670 horas","    47,287 horas","    8,229 streamers","   16,215 espectadores",    128 canales,NA,    63 canales
180,Bloodborne,Julio,2024,"    658,226 horas","    52,014 horas","   10,271 streamers",NA,    128 canales,    885 espectadores,    70 canales
146,The Witcher 3: Wild Hunt,Octubre,2017,"    255,684 horas","    38,006 horas","    6,774 streamers","    2,329 espectadores",    129 canales,    344 espectadores,    51 canales
91,The Legend of Zelda: Ocarina of Time,Octubre,2019,"    802,983 horas","    23,702 horas","    1,833 streamers","    8,889 espectadores",    129 canales,"  1,080 espectadores",NA
129,Star Citizen,Julio,2020,"  1,048,574 horas","    42,965 horas","    2,556 streamers","    4,973 espectadores",    129 canales,"  1,411 espectadores",    57 canales
125,Tekken 7,Enero,2021,"  1,235,924 horas","    63,175 horas","    8,301 streamers","   19,366 espectadores",    129 canales,"  1,663 espectadores",    85 canales
107,Street Fighter V,Noviembre,2021,"  1,783,581 horas","    39,954 horas","    3,580 streamers","   29,734 espectadores",    129 canales,NA,    55 canales
168,Super Smash Bros. Melee,Enero,2022,"    914,505 horas","    20,640 horas","    2,951 streamers","   17,394 espectadores",    129 canales,"  1,230 espectadores",    27 canales
52,Chess,Mayo,2022,"  4,627,922 horas","    41,994 horas","    5,792 streamers","   76,855 espectadores",    129 canales,"  6,228 espectadores",    56 canales
111,Tekken 7,Octubre,2022,"  1,471,896 horas","    53,043 horas","    8,096 streamers","   26,823 espectadores",    129 canales,"  1,981 espectadores",    71 canales
151,The Legend of Zelda: Ocarina of Time,Enero,2024,"    981,467 horas","    37,307 horas","    3,800 streamers","   90,948 espectadores",    129 canales,"  1,320 espectadores",    50 canales
188,Guild Wars 2,Octubre,2020,"    574,878 horas","    42,453 horas","    3,060 streamers","    2,196 espectadores",    130 canales,NA,    57 canales
195,iRacing,Junio,2017,"    139,492 horas","    11,507 horas","    1,025 streamers","    1,638 espectadores",    131 canales,    194 espectadores,NA
108,The Witcher 3: Wild Hunt,Mayo,2019,"    673,836 horas","    46,001 horas","    7,064 streamers","    7,461 espectadores",    131 canales,    906 espectadores,    61 canales
63,Age of Empires II,Noviembre,2020,"  2,768,163 horas","    45,414 horas","    4,081 streamers","   17,803 espectadores",    131 canales,"  3,850 espectadores",    63 canales
111,Star Citizen,Febrero,2023,"  1,150,540 horas","    42,428 horas","    3,779 streamers","   17,872 espectadores",    131 canales,"  1,714 espectadores",    63 canales
