Raza,Sexo,Peso,Largo,Cintura,Color,Talla,Edad
andino,macho,NA,NA,18.614608170241116,tricolor,NA,23.29374168929077
peruano,macho,719.0399610840368,NA,18.41915357934279,marrón,sano,35.81042165736149
peruano,macho,770.4950234086768,27.36906750893947,20.11169283067061,blanco,sano,61.296448524959885
peruano,hembra,724.2042439493993,28.105126279801144,17.33572786682622,blanco,sano,48.973938790651104
peruano,macho,892.8630572451923,NA,20.55465399339071,blanco,sano,36.55379718333162
andino,macho,732.3114870816217,30.176762362729686,NA,negro,NA,21.820707691580072
andino,hembra,630.2829334287222,NA,16.490172761103565,negro,sano,62.03199844973442
peruano,macho,791.032900912771,24.271311321772597,NA,marrón,NA,20.79235431257352
americano,macho,NA,29.688701734877785,NA,negro,NA,28.29636176012597
andino,macho,845.5682355269519,NA,NA,negro,NA,16.923588365841287
peruano,macho,851.5709617098927,24.97688869155841,20.225468603360948,marrón,sano,38.174516766013625
andino,macho,761.4364827925924,27.742966691696193,18.94956121325415,blanco,sano,64.31703222877734
peruano,hembra,403.3124867345294,20.762537763171444,18.070125522956378,marrón,flaco,57.76266464855875
andino,macho,829.0069007788329,NA,NA,negro,NA,41.24792172022278
híbrido,macho,1537.9266618080944,23.66130277775726,23.147301649356837,pintado,gordo,39.15324559248969
peruano,macho,967.9981900700986,30.979626729700552,18.54605808763041,pintado,gordo,15.224300924280072
andino,hembra,655.790293297731,22.15029590115524,16.522116024696,negro,sano,40.977706072483365
peruano,hembra,950.879100699776,24.37324175365748,19.344090483137045,blanco,gordo,58.72443122407085
peruano,hembra,592.0597975398074,26.32638093071928,18.604970729353457,blanco,sano,45.846670700736794
peruano,macho,798.9779297527828,26.904723337880043,19.498347700327248,blanco,sano,32.007045045634285
abisinio,macho,695.5200162370679,23.53381526122444,17.712773727399338,marrón oscuro,sano,51.04657033286669
abisinio,macho,638.8689230402167,NA,NA,marrón oscuro,NA,34.69112178186709
peruano,hembra,565.0916252163438,NA,19.45786773956263,negro,flaco,36.46702343972309
peruano,macho,664.5799963375116,27.019163776167908,19.846094128428675,blanco,sano,47.52034480512999
andino,macho,692.8261798371495,24.48184443955737,17.887663616187258,rojizo,sano,18.10711577210985
americano,hembra,800.5923832337572,27.150904147625244,18.98802582924732,tricolor,sano,41.09058829660614
andino,hembra,NA,NA,NA,negro,NA,14.43976344875612
andino,hembra,748.2021060789071,27.284358743599817,15.82221579353817,negro,gordo,39.45602302881605
peruano,macho,905.4429802888884,28.485322245259113,21.09255912568585,blanco,sano,15.33069934174742
americano,macho,977.5434202313368,28.8078548147036,22.7095666365189,blanco,sano,17.363682663992307
peruano,macho,891.3643159444263,NA,NA,blanco,NA,50.97123204135322
peruano,macho,944.4041288438532,24.23135420578588,20.280659175327926,blanco,sano,11.926115601671473
abisinio,macho,590.7338834658851,26.274931237243713,NA,negro,NA,20.69219673354646
andino,hembra,708.2584294552053,22.013200744009044,15.739602413081718,blanco,gordo,25.28714878885572
abisinio,hembra,NA,19.581360738363873,16.674336769004736,marrón oscuro,NA,21.176422319408488
peruano,macho,804.7816313296067,NA,21.31818997204132,blanco,sano,55.81580204797345
peruano,macho,NA,36.13363170820593,20.10238887714105,marrón,NA,NA
andino,macho,NA,25.52125817638654,19.05066590874069,rojizo,NA,19.865263625195247
híbrido,macho,1344.7123742990093,29.73234928001048,21.13956483584674,blanco,gordo,50.3212494670501
peruano,macho,921.5035868054548,NA,20.93890505371371,blanco,sano,58.53486587674792
peruano,macho,NA,24.417194536332488,19.8736019727726,pintado,NA,61.264457821235
peruano,hembra,693.283860164898,23.856302882580025,17.393460250904603,marrón,sano,43.528557364712725
andino,hembra,644.7023393946068,20.21070017006692,NA,marrón,NA,54.21148570582724
peruano,hembra,NA,29.500181301341055,16.349000502586634,marrón,NA,55.31487819751046
andino,hembra,NA,21.602914121838495,15.714514960164326,marrón,NA,20.266513609875396
abisinio,macho,552.2676555770652,26.07819723330561,17.209759588902823,negro,sano,24.846422393820447
peruano,hembra,654.4631427076042,20.372139574531793,17.17789397131306,pintado,sano,32.219826165013316
andino,macho,828.418586414398,27.387107632434606,19.231438724416176,tricolor,sano,38.49749104302511
peruano,macho,943.5618937186908,NA,21.438779600431022,blanco,sano,27.429223057944736
híbrido,macho,697.7283062409376,24.17986363439876,NA,tricolor,NA,55.8014747500813
peruano,hembra,808.4421203464706,24.64302442506068,17.382265257796742,blanco,gordo,18.43338753131218
peruano,hembra,745.3704009533869,22.36944789421448,18.14615160707794,marrón,sano,15.831936717251114
americano,macho,1002.2168131036498,NA,19.994550987344574,negro,sano,56.57992599298231
andino,macho,714.9966005012421,23.839337324583756,20.18135562019713,blanco,sano,52.18651912898253
abisinio,macho,650.9350589006701,23.217558475864095,15.28006261238514,marrón oscuro,gordo,21.264072577681624
andino,hembra,654.8006873764925,21.968790077477927,16.982908176678862,negro,sano,41.03045117100079
peruano,macho,783.8487290053727,25.68911448726907,18.107194502742225,negro,sano,31.062653291005084
peruano,macho,819.2786923629758,26.51677940415447,NA,negro,NA,52.398197116603534
andino,hembra,761.9343472596593,24.333045235117066,15.898606425004512,blanco,gordo,25.056703997775827
peruano,macho,NA,29.35036902026751,NA,marrón,NA,19.091556859047344
andino,hembra,728.5682608530849,NA,16.953728913230563,negro,gordo,62.02321942551848
abisinio,macho,NA,22.671601705425346,15.394207576689553,negro,NA,45.487692138005855
peruano,macho,985.4292886607328,NA,20.52891598854123,marrón,sano,39.569384456542046
andino,hembra,655.1610142583048,24.13266121809484,NA,rojizo,NA,61.1759470667003
abisinio,macho,630.7985148558632,24.14875689231336,16.206004812734022,pintado,sano,28.246193543697032
peruano,macho,NA,28.41249410441771,22.03139622088509,marrón,NA,49.735874496996075
peruano,macho,792.8161265351393,25.483032484923868,21.952160660044857,blanco,sano,NA
híbrido,macho,782.1077647853766,18.96527060110064,23.00852936719396,tricolor,flaco,27.88822354006013
andino,macho,730.7922152379482,26.019904875439423,18.091862557064182,blanco,sano,60.01187823646586
peruano,hembra,616.4844786745687,24.94477583159766,17.965836254466836,marrón,sano,22.349884362703783
peruano,macho,1004.9698754054084,24.399025731418018,21.479862917595476,marrón,sano,48.0904341603879
peruano,macho,848.4402279098401,26.719269385355332,20.49100139422555,pintado,sano,20.35471331000772
andino,macho,786.3775536315219,26.650175390885355,20.118356810476374,rojizo,sano,54.640733563228615
peruano,macho,860.0521298479553,NA,20.513782283024906,blanco,sano,47.44739096507613
andino,macho,651.6508539200015,24.19155550986586,16.50297441789893,blanco,sano,12.847826407858296
híbrido,macho,1230.7924618914433,21.41597806988083,23.59562983744974,pintado,sano,13.462721132018167
americano,hembra,989.4111352700058,29.47919567457372,20.329021330740673,negro,sano,51.626257593053424
andino,macho,814.8648920455548,25.971654191040315,19.174695351617093,negro,sano,NA
andino,macho,1023.4537996080852,25.442578159703988,19.07617291613328,rojizo,gordo,54.61364057962943
peruano,macho,753.0699073183717,30.37247972533808,18.11186688038856,blanco,sano,11.23323728464479
peruano,hembra,780.7840303285953,22.981135019806807,NA,blanco,NA,65.47064796548155
andino,macho,770.9969956719766,28.069053867642108,17.954851042273017,blanco,sano,33.512891365671784
andino,hembra,780.577924144041,21.745704813672457,NA,rojizo,NA,50.83470118410101
andino,macho,611.3037629486045,24.910697964650673,16.767456470646362,blanco,sano,17.693957512602367
peruano,hembra,804.2933483568828,NA,16.313043613693587,blanco,gordo,60.137161723324695
peruano,hembra,641.568657607883,29.671461855494055,17.897559984712917,blanco,sano,46.931797683471736
peruano,hembra,586.4581940647053,22.23301826773173,19.23754043090571,blanco,sano,28.776019348891623
híbrido,hembra,976.6313395714049,27.65307287036374,19.17701632298906,blanco,gordo,10.093933990634849
peruano,macho,1015.9224617122334,NA,19.97624272123052,blanco,gordo,22.949195261784624
híbrido,macho,NA,25.734724769649677,16.81636429656806,tricolor,NA,31.795803532363585
andino,hembra,649.264989708064,NA,NA,rojizo,NA,20.494107047016556
peruano,hembra,934.1810412034192,30.24561863268986,17.310603699678786,pintado,gordo,NA
peruano,hembra,728.5143678694094,26.2932053561297,NA,negro,NA,10.73856674741482
andino,macho,1003.99461403364,27.85981083548993,NA,marrón,NA,39.561677472731205
andino,hembra,438.3570276634118,23.62429284694942,15.36381950712611,negro,sano,23.061617854184057
andino,macho,713.997349884417,22.71486082530962,18.973783832912854,tricolor,sano,36.83034497751373
peruano,macho,722.9731863746198,23.32638237980027,NA,negro,NA,22.35995875092615
peruano,macho,894.7111698039462,28.262908557678276,19.582157041664164,marrón,sano,42.994561056111706
peruano,hembra,NA,NA,17.69454569391161,negro,NA,59.20241513909976
peruano,macho,727.5520315527345,30.23095174931437,19.578930041850818,marrón,sano,53.01090150315669
peruano,macho,758.0022427964033,27.667728507870024,19.51566254327827,pintado,sano,16.18485276492496
andino,macho,NA,22.11875910606548,18.018620438862047,marrón,NA,38.97706741692227
andino,macho,837.0619324129841,23.011608364277222,17.011295103586427,marrón,gordo,42.64662772256236
andino,macho,898.3836735607812,NA,17.290594496987563,negro,gordo,39.19444026537366
andino,macho,835.0050537167805,28.241486832868457,NA,marrón,NA,59.26778618312348
híbrido,macho,881.9838065295776,29.78705765454856,17.670181210528124,blanco,gordo,23.617683523853923
peruano,macho,872.5655903454078,26.170238387825684,18.770754777131508,blanco,sano,29.381703623298293
abisinio,macho,535.8484309213258,20.00657644821555,17.153141966466702,negro,sano,29.02568938823081
andino,macho,NA,21.011435060129745,17.98098413450793,negro,NA,40.702628683404114
abisinio,macho,NA,22.98902642423369,17.859571391317708,marrón oscuro,NA,23.555364497522454
peruano,hembra,695.062572349308,29.08139328977809,20.332274599095484,blanco,sano,28.80695318037185
peruano,hembra,949.247218041921,23.501180586104912,17.647444223719148,negro,gordo,64.06246646250617
abisinio,macho,NA,22.896855350881054,16.314429854240664,marrón oscuro,NA,61.70392335618816
peruano,macho,NA,30.729755404607044,22.181081216760745,negro,NA,48.21364514059902
peruano,macho,1072.669339411378,NA,NA,blanco,NA,30.119047430468065
andino,macho,573.7029045824524,29.999355490052345,NA,blanco,NA,33.799214456904615
peruano,macho,666.8882527254661,26.442147842498333,19.348532021245298,blanco,sano,20.49222896889356
andino,hembra,809.9600474379857,NA,NA,marrón,NA,22.297944495310723
abisinio,macho,661.9786152834611,NA,15.725019734804528,marrón oscuro,gordo,57.24088861593356
andino,macho,970.8301929204166,24.895390405263793,17.05720070554125,blanco,gordo,52.06775834931501
peruano,hembra,646.6556719451787,26.241951048228152,17.886762500471775,negro,sano,11.88544477025243
peruano,hembra,676.1929802272329,25.42979766056549,18.603324796023752,pintado,sano,44.76916034391122
peruano,macho,903.098392320489,21.429365641462596,20.05240936550583,marrón,sano,64.46735265425868
andino,hembra,NA,28.509697243760073,NA,negro,NA,30.546369095640458
peruano,macho,771.2495404253,NA,NA,pintado,NA,40.024385808411424
peruano,hembra,832.8903998369408,25.951465133899063,18.71930866258461,pintado,sano,46.93585282394358
peruano,hembra,724.6684958337685,26.425441848819663,NA,blanco,NA,35.212954103663186
peruano,hembra,754.1768485111899,27.81403531287131,18.78779536364693,pintado,sano,22.43218541501453
andino,macho,958.1335019600374,27.279940319659072,18.35584064080024,rojizo,gordo,22.799177960022583
peruano,macho,NA,26.822989374122177,20.73591748851824,pintado,NA,43.68637012416697
andino,hembra,596.4520745091635,19.727455960626564,16.175412020160206,tricolor,sano,18.496854805751475
peruano,hembra,740.9683932384047,28.50495818006153,17.953554513108276,blanco,sano,58.20886165974997
peruano,hembra,NA,27.0594042501723,17.714168058821084,pintado,NA,47.78144367501784
andino,macho,820.4938951067113,NA,17.17463809451654,negro,gordo,50.40055930455449
andino,macho,774.5378780916858,NA,NA,tricolor,NA,41.42938276621824
andino,hembra,651.2672736486795,NA,17.33726669989079,marrón,sano,51.05898564633266
peruano,macho,759.4131813026285,24.475223829490737,20.40471508256837,negro,sano,65.17695618988147
peruano,macho,1001.9190179801058,NA,NA,blanco,NA,44.52826092913109
andino,macho,781.2477322205409,23.481631357536912,19.202797361590505,blanco,sano,29.171592796206145
peruano,macho,760.302584980969,22.55559055615571,20.49527377368462,blanco,sano,26.0758070276194
abisinio,macho,588.2900984003563,NA,17.43892153481215,negro,sano,63.381878360775666
americano,macho,NA,29.361527158025208,NA,negro,NA,32.63304418663691
andino,macho,738.3488202354391,28.85172204317585,18.25724237627066,blanco,sano,43.47321013631488
peruano,macho,1050.5284513171905,28.3535942113112,19.42266721209976,negro,gordo,24.906406537700924
abisinio,macho,595.6601405991202,20.52758250564908,17.081699442519216,negro,sano,20.062827669906618
peruano,macho,674.2929029022055,26.943222993233015,20.02279938290632,blanco,sano,26.064133942187674
peruano,macho,894.0626262753192,32.01352700891335,18.54098479202512,pintado,gordo,43.71307632084263
peruano,hembra,806.071392307122,26.728848565419412,17.978699344628144,blanco,sano,12.08952496251444
peruano,hembra,801.9254702159503,26.36424120907992,19.627644071004593,negro,sano,24.272944900233774
americano,hembra,807.9588517026972,NA,19.011381420114812,negro,sano,40.85120367120847
peruano,hembra,NA,20.730852655940645,18.061531869342417,negro,NA,21.489998695154515
andino,macho,849.5467622236897,24.136507188015983,17.233133212389184,rojizo,gordo,48.969359595766306
andino,macho,919.3669218839194,23.679103808147907,18.003860254050824,tricolor,gordo,NA
peruano,hembra,803.8898352196856,22.456279456831112,17.3482285864153,marrón,gordo,18.898271066890217
peruano,hembra,607.5462656140684,26.3765413056602,18.766326176251297,blanco,sano,50.93509342475985
peruano,macho,781.7349834113958,NA,17.82231051296942,blanco,sano,40.95223777908883
andino,hembra,606.1496502747276,22.63923189620816,17.050754857419964,rojizo,sano,39.62793705177572
híbrido,hembra,716.5691010651975,28.37248072903653,NA,tricolor,NA,59.23409727941124
andino,macho,707.2916900658984,NA,19.069929987213623,negro,sano,14.950349992814116
peruano,macho,NA,28.18403735446388,19.272154531731953,negro,NA,10.149660724979103
híbrido,macho,1214.7102695761887,25.70686061288396,24.418640972176295,tricolor,sano,63.300497993862606
andino,hembra,742.6612159909529,25.361915379924508,NA,marrón,NA,43.08389696285611
peruano,macho,872.3824133183527,28.796102340580095,NA,negro,NA,39.46398458585715
andino,macho,811.741708024206,NA,19.47905166816211,tricolor,sano,33.357417730731086
peruano,hembra,668.7171481860621,23.788666579956143,NA,marrón,NA,53.08950431355076
andino,macho,663.2659530493875,23.97503478121559,NA,negro,NA,56.43990791962542
andino,macho,1020.03498065832,28.29544675396115,17.70832648691213,tricolor,gordo,14.709059110780624
andino,macho,873.2098929242177,27.015700198499665,17.67397074347676,marrón,gordo,21.078266715469688
peruano,macho,968.6364269309506,23.911336130684912,17.487319903205822,blanco,gordo,18.151751463050076
peruano,macho,NA,29.05955054467417,20.252930635600443,marrón,NA,26.75706735741772
andino,macho,756.0512883065765,NA,NA,marrón,NA,54.77729614552824
peruano,macho,820.958150597627,27.61263350325329,21.16011156422222,blanco,sano,25.474741995187095
abisinio,macho,613.8040365777323,20.034719161598893,16.273664956373082,gris,sano,61.93859285400249
peruano,macho,778.5744943780187,27.20335565043696,18.658662314275933,negro,sano,27.938560176120024
peruano,hembra,766.2355034781008,30.420072560245597,NA,negro,NA,25.10607150241914
andino,macho,771.0465283244849,24.816466615534228,17.8571949914447,negro,sano,50.33186847407673
andino,macho,772.4536158647929,26.43500924589363,NA,negro,NA,12.578843153960715
andino,hembra,597.2316213825831,NA,15.4765374672434,tricolor,sano,36.221663365067336
peruano,hembra,680.5247459483962,30.746348625887975,17.994755197943423,blanco,sano,28.322095114143767
americano,macho,NA,NA,20.695948314968472,marrón,NA,18.666303019600832
peruano,hembra,826.7284018010682,31.51692224154388,19.094987748438573,marrón,sano,27.069685031540743
peruano,macho,714.4706437891156,29.800020274738444,NA,blanco,NA,44.10940200882877
híbrido,hembra,656.3691464726649,34.81840342537631,15.957562429745948,tricolor,gordo,37.73553532791149
peruano,hembra,NA,NA,NA,marrón,NA,25.12412093918107
andino,macho,719.1187545279247,NA,18.406164083266056,rojizo,sano,15.411943026557358
peruano,macho,810.6082573507578,23.478330080093745,20.077594165392327,blanco,sano,27.06633962159968
peruano,hembra,796.6983883654901,25.38868915097886,NA,negro,NA,52.61758234345414
andino,hembra,530.4155810684198,NA,15.580597765879771,negro,sano,64.25990191609102
andino,macho,674.605225156297,NA,18.187770902397077,negro,sano,40.11588342235191
peruano,macho,850.9161055528631,24.412120034197923,NA,blanco,NA,13.874985383894652
andino,macho,581.9900537228929,28.63091017357701,18.239743017231586,tricolor,sano,15.148635396620866
híbrido,hembra,562.0644803639657,NA,NA,tricolor,NA,29.80106404993991
peruano,hembra,NA,24.10632118243067,NA,pintado,NA,36.61773527613283
andino,macho,NA,24.052105975108223,NA,marrón,NA,28.72595273860355
híbrido,hembra,672.5207588148656,NA,15.70808899356068,blanco,gordo,35.55334482265343
andino,macho,765.9185491861011,26.19690568656639,17.702129476685574,negro,sano,18.02507591749207
americano,macho,834.3964497481375,27.0420590776239,21.226066985770014,tricolor,sano,21.3700192252191
peruano,macho,838.7607876762291,NA,21.467198913348856,negro,sano,45.19032484276126
peruano,hembra,706.1006634794503,27.144354041691823,17.90298994432745,blanco,sano,42.242246569554545
peruano,macho,861.328265126417,28.349775888007425,21.00454534093389,blanco,sano,28.87706770784142
peruano,hembra,624.2850693018725,30.52465861412812,18.58741133802778,marrón,sano,25.13827082344145
andino,hembra,NA,NA,15.767795090480476,blanco,NA,60.47239030014439
andino,macho,897.1881656159632,25.31575930876615,16.205823974692063,negro,gordo,14.674403397412089
peruano,macho,860.7833864535753,31.63394316718253,18.60557297581944,marrón,sano,24.843616524008763
peruano,macho,NA,30.292760492251116,NA,pintado,NA,52.50083264945636
híbrido,hembra,1065.8234027697504,15.381451271973608,24.792161582260572,pintado,sano,36.952155314210614
andino,macho,702.9924288095057,27.231496775588997,19.110170656425453,negro,sano,48.608916650042765
andino,macho,717.0307250935572,NA,NA,marrón,NA,50.93533600321235
andino,macho,947.621908350905,27.747091463561652,18.342429880212432,rojizo,gordo,46.858015976256674
andino,macho,832.2599301746196,NA,18.807395092359428,marrón,sano,50.24236034868056
peruano,hembra,482.7514373158237,22.56373011283814,16.868819700235797,marrón,sano,24.46427491176538
peruano,macho,763.4346563063799,26.579413983776444,20.412365818222863,negro,sano,32.19192737663056
abisinio,macho,722.7156119051956,24.06330763709295,NA,negro,NA,45.86913614184355
andino,macho,NA,24.968792885164675,18.675106086526643,blanco,NA,52.39002733905089
peruano,macho,847.7808200828164,32.21649459289783,21.05011222880071,blanco,sano,47.782971826031336
peruano,hembra,696.0469635209871,NA,17.99850056537255,blanco,sano,24.34000418326309
abisinio,macho,664.790836288343,21.91717503374851,17.402208250719262,marrón oscuro,sano,39.76558081476069
peruano,hembra,493.0211921851391,23.07231858958722,NA,blanco,NA,16.148433521018397
andino,hembra,733.5462407878991,NA,17.45370353783429,negro,sano,51.08544427672111
andino,macho,907.0067402931209,24.312969704708596,16.174074966138168,negro,gordo,43.802942485003875
peruano,hembra,1038.7381808964544,26.42498916737308,18.786737627845397,blanco,gordo,45.866112957905386
andino,hembra,NA,23.480439285786545,16.96339991686442,marrón,NA,56.19093873429834
peruano,macho,874.6705396955992,28.798584639700884,19.42201765428154,marrón,sano,43.29183508943291
andino,macho,843.1253554258903,24.199181944974104,NA,blanco,NA,28.337278786445676
andino,hembra,667.7530797353218,NA,15.827471564353148,tricolor,gordo,56.71187165324149
americano,macho,838.467106596132,30.01417742893547,NA,negro,NA,33.92859703395226
peruano,macho,713.4441243041995,29.3330327933439,18.83065498771728,negro,sano,16.373410163260584
andino,hembra,NA,NA,NA,blanco,NA,42.45422496729047
abisinio,macho,470.17189544468073,25.995648387569467,16.551262779525178,negro,sano,23.38852741430113
abisinio,macho,600.1866339857247,21.78678875142993,NA,gris,NA,51.91434746631475
peruano,hembra,897.2968957293671,NA,18.95588906758583,marrón,sano,20.277056835283155
americano,hembra,NA,NA,20.60660371845925,negro,NA,26.080245792130473
peruano,macho,868.1939880323405,25.734297268095265,NA,blanco,NA,18.61829203239312
peruano,hembra,718.1988373393854,NA,18.244464617656124,marrón,sano,15.77397153493128
peruano,macho,NA,26.240591349781763,21.01230512474373,negro,NA,24.86425236583468
peruano,macho,630.2834137387905,NA,NA,blanco,NA,11.24566379882524
andino,macho,745.851174177327,NA,19.999640935128376,negro,sano,41.57419752112054
peruano,hembra,682.6162987669136,19.342524521340646,18.87151530802665,negro,sano,43.86870806934271
americano,macho,NA,31.359925432684676,21.2927222268355,marrón,NA,37.01118042718607
andino,hembra,728.5329602296365,22.83818537155999,15.81716161281895,negro,gordo,44.76197066664467
híbrido,hembra,653.2852065433295,38.851052697222144,13.275022435622812,pintado,obeso,49.36628684881506
andino,macho,747.7354489089767,NA,17.701723205114043,blanco,sano,23.563497492650157
peruano,macho,734.572341991579,27.130181952935633,18.93666177757114,blanco,sano,49.73041878481534
peruano,hembra,714.6116016717071,23.23980057558681,17.607952649916903,marrón,sano,45.77972379676193
peruano,hembra,506.36331447846266,NA,17.650956307870082,marrón,sano,33.388338727095665
peruano,macho,771.0395242920564,25.071267739501984,19.535237687670808,pintado,sano,56.20488534887265
peruano,macho,881.0588604804191,26.74586331669113,19.411799435677615,blanco,sano,54.25459444646586
peruano,macho,826.3659296037177,30.939035730495924,NA,negro,NA,18.350109422041633
andino,macho,674.8109948943319,NA,18.19310232336908,negro,sano,49.51429584559629
abisinio,macho,660.9139634689942,22.705486790261613,16.63512936524007,pintado,sano,10.381079656590773
andino,macho,718.1002184060985,22.516470778136657,19.60244606522268,blanco,sano,NA
andino,hembra,619.4969544846357,23.842020063696943,NA,rojizo,NA,18.227658919548436
peruano,macho,817.3707162342507,22.590886799345572,21.018920193380936,pintado,sano,53.67528748925159
peruano,macho,762.0943635439924,NA,19.05498541071863,blanco,sano,57.02092650964064
andino,macho,778.2955437873444,26.956984806357152,16.844570284021476,marrón,gordo,36.26344062511467
peruano,hembra,787.7833272951106,NA,18.0531632171146,negro,sano,20.984456174416703
andino,macho,NA,22.567047098541355,19.288258286863947,tricolor,NA,52.47446745507829
abisinio,macho,600.0925987635368,NA,15.546405463743277,pintado,sano,36.224040486673665
peruano,hembra,NA,24.452623992182065,17.880155527401946,negro,NA,14.452196676300888
andino,hembra,765.5140307660109,23.41250761290054,15.04050894912234,blanco,gordo,54.814544929234664
peruano,macho,673.3661991342145,27.918465006202936,NA,blanco,NA,54.05703528265496
híbrido,macho,1110.9734534571985,24.85031195033686,17.79717162486257,tricolor,gordo,42.03155450902581
peruano,macho,905.311674133628,27.921342104360573,20.56405931987133,pintado,sano,58.675023306618215
peruano,hembra,545.7107879023545,25.40478925491757,17.928523175733247,negro,sano,61.28359504855148
peruano,hembra,746.332631979774,25.09260148195288,NA,blanco,NA,64.2255676608508
peruano,hembra,691.0158022444774,21.976719255830034,18.38007147525894,blanco,sano,55.82174370035891
peruano,macho,759.5902220343783,NA,NA,blanco,NA,61.17750793646538
andino,macho,827.8748971554661,29.53447211632409,17.847325577686632,blanco,gordo,30.81467306895459
peruano,hembra,744.990470597039,19.97550992281703,17.45459609233987,pintado,sano,61.06786932768125
andino,macho,749.6516295154421,NA,18.298252416247113,negro,sano,19.71812759563581
andino,macho,842.6292424854832,NA,17.84327837923046,negro,gordo,29.515244935522272
peruano,hembra,780.0254941940688,30.253661008071756,16.0148752011534,negro,gordo,16.55641371021209
peruano,macho,942.173398932104,28.16427203201406,19.7061784068828,marrón,sano,20.97240424966185
híbrido,macho,794.6816801573914,23.339912074311098,17.369876495448167,tricolor,gordo,34.26298353435854
andino,hembra,908.5549481677735,NA,NA,blanco,NA,12.400252690517028
peruano,macho,693.6802402866454,25.54840594050895,19.48022610132082,marrón,sano,50.67707670392086
peruano,macho,751.7491407750268,NA,20.40143029526809,marrón,sano,58.217688155329554
andino,macho,647.7535467101108,NA,16.53972533416857,negro,sano,13.508741299359944
híbrido,hembra,738.0139947287445,38.098659910923345,NA,tricolor,NA,63.01720415693489
peruano,hembra,679.4206319356496,24.97393421491233,18.049722785578965,marrón,sano,61.21607664693221
andino,macho,803.0228336561798,23.311362521019056,NA,negro,NA,30.16198987403581
híbrido,macho,NA,23.77874763546872,18.743796838421225,tricolor,NA,45.73677099517126
andino,macho,891.0722298412419,29.84916159449226,18.699252744743617,blanco,gordo,20.849695314655825
peruano,macho,866.908981586663,25.124814016755924,19.38222181626025,negro,sano,27.201428383156987
peruano,hembra,739.0018199693752,23.152269242590783,17.656344093476374,negro,sano,42.79410014524472
peruano,macho,861.7548588558942,30.39505182101403,20.644614190580754,blanco,sano,54.32667852580707
andino,macho,786.5643413540803,24.891099174364047,17.503180464696808,negro,gordo,24.10549451865002
peruano,hembra,741.7104721518457,25.785266511496005,18.0884976746192,marrón,sano,32.07331929199286
abisinio,macho,709.8032062681397,29.093332058319767,17.761422529039564,negro,sano,48.39178119066624
andino,macho,960.319703033664,24.659628031387992,17.495129725492845,blanco,gordo,43.07759011340814
andino,macho,872.9384806519147,24.09125448908544,18.10422928710464,negro,gordo,33.39645176425721
peruano,hembra,636.5044989114816,25.94534567800159,18.256370102060664,marrón,sano,26.759552464494853
peruano,hembra,785.844401008453,23.828886525301616,17.1331010675516,negro,gordo,20.999383227226055
andino,macho,971.313402139824,19.83144480134319,18.093598805820076,negro,gordo,NA
peruano,macho,644.0395728742106,NA,19.38614353694007,marrón,sano,48.59420594206816
peruano,macho,NA,27.10559039551661,NA,pintado,NA,43.430766688596265
peruano,macho,782.718241291789,23.97001281127991,18.929016777047156,marrón,sano,20.239032498331746
andino,macho,853.3185372167911,31.81305083173138,NA,tricolor,NA,59.714355916882766
andino,hembra,663.7013665759007,25.47216413231702,16.757605657036603,negro,sano,28.8445708756586
peruano,macho,922.2183363133,31.458795696568085,NA,negro,NA,40.15918797587633
americano,hembra,877.8802236289825,27.720863687677955,18.521836992600633,gris,gordo,10.991931210678628
abisinio,macho,777.6093944704857,21.67625427754804,16.22926639825519,marrón oscuro,gordo,26.56272235181344
andino,macho,940.9508759032212,23.150348823721536,18.197462808293036,negro,gordo,27.51187362474521
andino,hembra,736.0275145737334,27.91187249771971,16.97513837320603,marrón,gordo,14.071651008447205
peruano,hembra,799.5663175094033,24.068034383872472,18.52545603253018,marrón,sano,49.928032632049
peruano,hembra,853.3585911603519,25.56650029402976,17.459307252111586,marrón,gordo,30.94224665447933
híbrido,hembra,1486.016475118313,NA,NA,pintado,NA,35.25898196620761
peruano,hembra,762.9983518475198,NA,NA,negro,NA,31.098353368655054
peruano,macho,720.6770179258879,NA,19.065487091066093,blanco,sano,34.23429661454888
peruano,macho,802.4083898969947,27.50020233221986,21.48754779085305,negro,sano,24.919350561672772
peruano,macho,733.3364640956348,24.78882504970298,NA,negro,NA,27.92252401438651
andino,hembra,778.0752075758688,23.739172465710833,14.705746218317076,marrón,obeso,29.32026823849241
peruano,macho,972.623264693658,26.521810531085368,NA,marrón,NA,55.27563418723324
híbrido,hembra,626.2267989993873,20.605914448703192,NA,tricolor,NA,15.701457463938096
peruano,macho,952.513620964962,30.77508591649312,19.587987201817143,pintado,sano,50.53918666929636
peruano,hembra,NA,NA,18.60796107726685,blanco,NA,35.28695474202521
andino,hembra,735.2765622319622,22.439230629615164,16.79063427602463,negro,gordo,51.53652340923021
andino,macho,815.2140678586132,24.097073910544168,NA,negro,NA,36.82734729883928
skinny,macho,525.5822998317393,26.00832764665227,14.801770194439916,rosa,sano,11.825780609733416
peruano,macho,860.4487933639116,28.700749820783585,18.065686398573664,negro,gordo,13.63577748714022
andino,hembra,NA,22.708792248920805,15.609185619306407,marrón,NA,19.80090742358017
peruano,hembra,898.3067290516611,24.92564310915978,19.885201604316883,blanco,sano,36.51019622523582
andino,macho,832.3213930853456,23.367762794423772,NA,marrón,NA,38.00856371518532
