Pos,Juego,Mes,Año,HorasV,HorasT,Streamers,MaxEsp,MaxCan,PromEsp,PromCan
14,StarCraft II,Marzo,2016,"  5,281,756 horas","    58,052 horas","    5,609 streamers","   78,166 espectadores",    131 canales,"  7,108 espectadores",    78 canales
24,StarCraft II,Septiembre,2017,"  3,330,123 horas","    54,655 horas","    5,328 streamers","   35,322 espectadores",    131 canales,"  4,631 espectadores",    76 canales
156,7 Days to Die,Marzo,2019,"    400,180 horas","    48,803 horas","    4,816 streamers","    4,767 espectadores",    131 canales,    538 espectadores,    65 canales
40,StarCraft II,Enero,2020,"  3,709,550 horas","    61,973 horas","    5,225 streamers",NA,    131 canales,"  4,992 espectadores",    83 canales
92,World of Warships,Noviembre,2023,"  2,072,896 horas","    46,707 horas","    3,453 streamers","   17,313 espectadores",    131 canales,"  2,883 espectadores",    64 canales
101,World of Warships,Enero,2024,"  1,919,219 horas","    52,966 horas","    4,068 streamers","   14,680 espectadores",    131 canales,"  2,583 espectadores",NA
43,DayZ,Octubre,2016,"  1,056,363 horas","    41,576 horas","    4,167 streamers","   30,751 espectadores",    132 canales,"  1,421 espectadores",NA
111,Euro Truck Simulator 2,Octubre,2016,"    257,691 horas","    31,268 horas","    4,026 streamers","    4,152 espectadores",    132 canales,NA,    42 canales
20,StarCraft II,Diciembre,2016,"  4,289,359 horas","    52,934 horas","    1,694 streamers","   23,512 espectadores",    132 canales,"  5,773 espectadores",    71 canales
112,Euro Truck Simulator 2,Marzo,2017,"    287,328 horas","    34,031 horas","    3,597 streamers","   11,259 espectadores",    132 canales,NA,    45 canales
23,Poker,Septiembre,2017,"  3,466,978 horas","    35,249 horas","    2,334 streamers",NA,    132 canales,"  4,821 espectadores",    49 canales
72,Retro,Enero,2018,"    838,802 horas","    55,750 horas","    3,972 streamers","    5,281 espectadores",    132 canales,"  1,128 espectadores",    75 canales
101,7 Days to Die,Marzo,2018,"    488,948 horas","    53,973 horas","    5,608 streamers","    1,889 espectadores",    132 canales,    658 espectadores,    72 canales
188,7 Days to Die,Abril,2019,"    298,469 horas","    42,774 horas","    4,432 streamers","    1,100 espectadores",    132 canales,    415 espectadores,    59 canales
48,Games + Demos,Marzo,2020,"  2,900,391 horas","    50,877 horas","    9,135 streamers","   57,908 espectadores",    132 canales,"  3,903 espectadores",NA
77,Games + Demos,Diciembre,2020,"  2,295,200 horas","    57,894 horas","    8,066 streamers","   65,959 espectadores",    132 canales,"  3,089 espectadores",NA
58,StarCraft II,Mayo,2021,"  4,189,696 horas","    60,448 horas","    4,463 streamers","   27,958 espectadores",    132 canales,"  5,638 espectadores",NA
137,Heroes of the Storm,Febrero,2022,"    981,852 horas","    44,269 horas","    4,231 streamers","    6,859 espectadores",    132 canales,"  1,463 espectadores",    65 canales
100,World of Warships,Agosto,2023,"  1,790,712 horas","    44,747 horas","    4,039 streamers","   11,255 espectadores",    132 canales,"  2,410 espectadores",    60 canales
29,Magic: The Gathering,Junio,2018,"  3,692,746 horas","    40,691 horas","    3,894 streamers",NA,    133 canales,"  5,135 espectadores",    56 canales
25,StarCraft II,Julio,2019,"  4,634,664 horas","    62,469 horas","    5,921 streamers","   59,758 espectadores",    133 canales,"  6,237 espectadores",    84 canales
78,Super Mario 64,Enero,2021,"  2,416,347 horas","    43,662 horas","    5,221 streamers",NA,    133 canales,NA,    58 canales
95,Super Mario 64,Julio,2016,"    347,178 horas","     9,057 horas","    1,181 streamers","  126,229 espectadores",    134 canales,NA,NA
103,World of Warships,Julio,2018,"    679,195 horas","    45,743 horas","    4,339 streamers","    3,551 espectadores",    134 canales,    914 espectadores,    61 canales
123,Heroes of the Storm,Octubre,2021,"  1,293,465 horas","    49,026 horas","    3,220 streamers","    5,975 espectadores",    134 canales,"  1,740 espectadores",    65 canales
139,Heroes of the Storm,Enero,2022,"  1,167,099 horas","    53,164 horas","    4,904 streamers","    7,627 espectadores",    134 canales,"  1,570 espectadores",NA
155,Path of Exile,Junio,2023,"    735,156 horas","    53,404 horas","    4,940 streamers",NA,    134 canales,"  1,022 espectadores",    74 canales
98,Clash Royale,Marzo,2024,"  1,925,516 horas","    26,169 horas","   12,778 streamers","   29,375 espectadores",    134 canales,"  2,591 espectadores",    35 canales
16,StarCraft II,Noviembre,2016,"  5,000,259 horas","    50,884 horas","    4,748 streamers","  130,773 espectadores",    135 canales,"  6,954 espectadores",    70 canales
80,MapleStory,Junio,2018,"    914,332 horas","    35,693 horas","    3,132 streamers","   14,398 espectadores",    135 canales,"  1,271 espectadores",    49 canales
62,Tibia,Agosto,2018,"  1,225,335 horas","    58,021 horas","    3,734 streamers","    6,267 espectadores",    135 canales,"  1,649 espectadores",NA
141,7 Days to Die,Octubre,2018,"    400,441 horas","    46,713 horas","    4,853 streamers",NA,    135 canales,    538 espectadores,NA
33,Talk Shows & Podcasts,Julio,2019,"  3,447,981 horas","    56,533 horas","    7,784 streamers","   90,644 espectadores",    135 canales,"  4,640 espectadores",    76 canales
47,StarCraft II,Diciembre,2020,"  4,072,316 horas","    61,821 horas","    4,549 streamers","   37,263 espectadores",    135 canales,"  5,480 espectadores",    83 canales
103,World of Warships,Junio,2023,"  1,379,688 horas","    43,549 horas","    3,857 streamers","   12,784 espectadores",    135 canales,NA,    60 canales
92,RimWorld,Mayo,2024,"  2,229,683 horas","    50,224 horas","    3,454 streamers","   17,620 espectadores",    135 canales,NA,    67 canales
12,Poker,Septiembre,2016,"  4,687,991 horas","    35,410 horas","    2,470 streamers","   48,194 espectadores",    136 canales,"  6,520 espectadores",    49 canales
119,Euro Truck Simulator 2,Noviembre,2016,"    237,182 horas","    28,765 horas","    3,708 streamers","    6,662 espectadores",    136 canales,    329 espectadores,    40 canales
19,StarCraft II,Enero,2017,"  5,249,904 horas","    56,316 horas","    5,433 streamers","   39,537 espectadores",    136 canales,"  7,065 espectadores",    75 canales
95,The Sims 4,Enero,2019,"    892,115 horas","    50,873 horas","    8,951 streamers","   17,258 espectadores",    136 canales,"  1,200 espectadores",    68 canales
108,DayZ,Febrero,2019,"    618,901 horas","    37,481 horas","    3,701 streamers","    3,676 espectadores",    136 canales,    922 espectadores,NA
80,7 Days to Die,Julio,2019,"    872,197 horas","    54,719 horas","    5,113 streamers","   28,001 espectadores",    136 canales,"  1,173 espectadores",NA
54,Games + Demos,Agosto,2020,"  3,534,952 horas","    60,460 horas","    8,971 streamers","   69,696 espectadores",    136 canales,"  4,757 espectadores",NA
65,Games + Demos,Septiembre,2020,"  2,651,917 horas","    57,576 horas","    8,359 streamers","   35,162 espectadores",    136 canales,"  3,688 espectadores",    80 canales
71,StarCraft II,Abril,2021,"  3,296,403 horas","    60,954 horas","    4,671 streamers","   16,518 espectadores",    136 canales,NA,NA
42,Rust,Enero,2016,"  1,346,240 horas","    47,734 horas","    6,432 streamers","   30,867 espectadores",    137 canales,"  1,811 espectadores",    64 canales
133,The Elder Scrolls Online,Diciembre,2017,"    290,821 horas","    41,914 horas","    6,036 streamers","    1,786 espectadores",    137 canales,    391 espectadores,    56 canales
149,7 Days to Die,Septiembre,2018,"    372,904 horas","    41,401 horas","    4,304 streamers","    2,131 espectadores",    137 canales,    518 espectadores,    57 canales
23,StarCraft II,Agosto,2019,"  4,903,744 horas","    64,235 horas","    6,261 streamers",NA,    137 canales,"  6,599 espectadores",    86 canales
26,StarCraft II,Octubre,2019,"  4,558,486 horas","    55,398 horas","    4,861 streamers","   50,515 espectadores",    137 canales,"  6,135 espectadores",    74 canales
83,Magic: The Gathering,Agosto,2024,"  2,453,560 horas","    52,451 horas","    5,900 streamers","   10,349 espectadores",    137 canales,NA,    70 canales
91,The Elder Scrolls Online,Febrero,2017,"    489,171 horas","    48,382 horas","    7,096 streamers","    7,063 espectadores",    138 canales,NA,    72 canales
17,Talk Shows & Podcasts,Noviembre,2017,"  4,974,175 horas","    43,761 horas","    8,430 streamers",NA,    138 canales,"  6,918 espectadores",    60 canales
96,The Elder Scrolls Online,Abril,2018,"    577,922 horas","    54,040 horas","    6,571 streamers",NA,    138 canales,    803 espectadores,    75 canales
98,World of Warships,Abril,2018,"    559,625 horas","    41,921 horas","    4,516 streamers","    3,916 espectadores",    138 canales,    778 espectadores,    58 canales
32,Magic: The Gathering,Agosto,2018,"  3,592,268 horas","    45,407 horas","    4,891 streamers","   31,242 espectadores",    138 canales,"  4,834 espectadores",NA
63,The Elder Scrolls Online,Noviembre,2018,"  1,357,986 horas","    49,071 horas","    4,775 streamers",NA,    138 canales,"  1,888 espectadores",NA
100,DayZ,Marzo,2019,"    711,391 horas","    43,206 horas","    4,274 streamers","    7,180 espectadores",    138 canales,    957 espectadores,    58 canales
34,Talk Shows & Podcasts,Enero,2020,"  4,508,271 horas","    62,400 horas","    8,380 streamers","   48,434 espectadores",    138 canales,"  6,067 espectadores",    83 canales
44,StarCraft II,Octubre,2020,"  4,431,786 horas","    65,292 horas","    4,969 streamers","   18,242 espectadores",    138 canales,"  5,964 espectadores",NA
66,Clash Royale,Junio,2022,"  3,161,857 horas","    49,878 horas","   34,378 streamers","   84,392 espectadores",    138 canales,"  4,397 espectadores",NA
148,RimWorld,Octubre,2023,"  1,001,562 horas","    30,607 horas","    2,462 streamers",NA,    138 canales,"  1,347 espectadores",    41 canales
17,StarCraft II,Abril,2016,"  3,844,191 horas","    54,156 horas","    5,131 streamers","   22,631 espectadores",    139 canales,"  5,346 espectadores",    75 canales
42,DayZ,Agosto,2016,"    988,352 horas","    45,811 horas","    4,743 streamers","    5,852 espectadores",    139 canales,"  1,330 espectadores",    61 canales
25,Poker,Marzo,2017,"  4,111,228 horas","    43,380 horas","    2,278 streamers","   24,901 espectadores",    139 canales,"  5,533 espectadores",    58 canales
93,DayZ,Mayo,2017,"    479,079 horas","    27,628 horas","    3,475 streamers","    5,861 espectadores",    139 canales,    644 espectadores,NA
49,Music,Octubre,2017,"  1,196,147 horas","    64,720 horas","    5,281 streamers",NA,    139 canales,"  1,609 espectadores",NA
57,World of Warships,Febrero,2019,"  1,463,396 horas","    47,249 horas","    4,099 streamers","    7,362 espectadores",    139 canales,"  2,180 espectadores",    70 canales
72,RimWorld,Febrero,2021,"  2,682,212 horas","    40,948 horas","    3,188 streamers","   31,519 espectadores",    139 canales,"  3,997 espectadores",    61 canales
131,Heroes of the Storm,Septiembre,2021,"  1,247,975 horas","    56,309 horas","    3,869 streamers","    8,527 espectadores",    139 canales,"  1,735 espectadores",    78 canales
100,MapleStory,Agosto,2024,"  1,958,890 horas","    49,821 horas","    2,248 streamers","   11,861 espectadores",    139 canales,"  2,636 espectadores",NA
127,7 Days to Die,Mayo,2018,"    421,652 horas","    47,661 horas","    5,338 streamers","    7,885 espectadores",    140 canales,    567 espectadores,NA
62,The Elder Scrolls Online,Diciembre,2018,"  1,558,098 horas","    55,457 horas","    5,783 streamers","   14,111 espectadores",    140 canales,"  2,097 espectadores",    74 canales
67,World of Warships,Junio,2019,"  1,569,379 horas","    49,596 horas","    4,124 streamers","    7,925 espectadores",    140 canales,"  2,182 espectadores",NA
56,Heroes of the Storm,Julio,2019,"  1,411,416 horas","    66,368 horas","    6,015 streamers","    6,160 espectadores",    140 canales,"  1,899 espectadores",    89 canales
119,7 Days to Die,Agosto,2019,"    520,471 horas","    49,878 horas","    4,799 streamers","    5,491 espectadores",    140 canales,    700 espectadores,    67 canales
69,Super Mario 64,Febrero,2021,"  2,817,601 horas","    45,058 horas","    5,185 streamers","   32,823 espectadores",    140 canales,"  4,199 espectadores",    67 canales
87,The Sims 4,Marzo,2019,"    890,954 horas","    54,630 horas","    9,590 streamers",NA,    141 canales,"  1,199 espectadores",    73 canales
43,StarCraft II,Noviembre,2020,"  5,461,062 horas","    64,344 horas","    4,859 streamers","   43,611 espectadores",    141 canales,NA,    89 canales
85,World of Warships,Noviembre,2022,"  1,898,358 horas","    45,544 horas","    3,909 streamers","   16,715 espectadores",    141 canales,"  2,640 espectadores",    63 canales
11,Talk Shows & Podcasts,Julio,2016,"  6,570,581 horas","    53,028 horas","   12,923 streamers","   83,725 espectadores",    142 canales,"  8,843 espectadores",NA
36,Path of Exile,Octubre,2016,"  1,771,011 horas","    57,212 horas","    4,244 streamers",NA,    142 canales,"  2,383 espectadores",    77 canales
20,StarCraft II,Agosto,2018,"  5,351,963 horas","    68,918 horas","    6,797 streamers","   50,931 espectadores",    142 canales,NA,    92 canales
53,Games + Demos,Octubre,2019,"  1,729,860 horas","    40,174 horas","    7,215 streamers","   32,310 espectadores",    142 canales,"  2,328 espectadores",NA
83,Games + Demos,Enero,2021,"  2,360,001 horas","    60,313 horas","    8,539 streamers","   67,470 espectadores",    142 canales,"  3,176 espectadores",    81 canales
94,Games + Demos,Marzo,2021,"  2,250,170 horas","    58,976 horas","    8,024 streamers","   51,714 espectadores",    142 canales,"  3,028 espectadores",    79 canales
69,Magic: The Gathering,Junio,2022,"  3,099,444 horas","    53,566 horas","    5,777 streamers","   13,703 espectadores",    142 canales,"  4,310 espectadores",    74 canales
64,Dungeons & Dragons,Noviembre,2017,"    861,685 horas","    27,065 horas","    2,323 streamers","   23,841 espectadores",    143 canales,"  1,198 espectadores",NA
70,Retro,Junio,2018,"  1,062,775 horas","    62,206 horas","    4,609 streamers","    6,271 espectadores",    143 canales,"  1,478 espectadores",NA
28,Talk Shows & Podcasts,Octubre,2019,"  4,311,106 horas","    61,869 horas","    7,691 streamers","   55,848 espectadores",    143 canales,"  5,802 espectadores",    83 canales
116,MapleStory,Mayo,2021,"  1,555,038 horas","    53,032 horas","    2,902 streamers","   11,486 espectadores",    143 canales,"  2,092 espectadores",    71 canales
190,SMITE,Septiembre,2024,"    698,609 horas","    51,213 horas","    6,795 streamers","   37,502 espectadores",    143 canales,    971 espectadores,    71 canales
101,Warframe,Septiembre,2016,"    246,839 horas","    49,318 horas","    9,200 streamers","    9,284 espectadores",    144 canales,    343 espectadores,    68 canales
91,7 Days to Die,Octubre,2017,"    530,702 horas","    55,127 horas","    5,991 streamers","    5,600 espectadores",    144 canales,    714 espectadores,    74 canales
32,Magic: The Gathering,Abril,2018,"  3,238,961 horas","    47,717 horas","    4,486 streamers","   22,755 espectadores",    144 canales,"  4,504 espectadores",    66 canales
60,World of Warships,Marzo,2019,"  1,501,424 horas","    51,961 horas","    4,355 streamers",NA,    144 canales,NA,    69 canales
22,StarCraft II,Febrero,2017,"  4,245,866 horas","    54,207 horas","    4,950 streamers","   32,189 espectadores",    145 canales,"  6,327 espectadores",    80 canales
102,7 Days to Die,Febrero,2017,"    390,754 horas","    49,589 horas","    6,472 streamers","    2,050 espectadores",    145 canales,    582 espectadores,    73 canales
133,Heroes of the Storm,Agosto,2021,"  1,330,020 horas","    59,332 horas","    4,042 streamers","    5,790 espectadores",    145 canales,NA,    79 canales
90,7 Days to Die,Septiembre,2017,"    458,575 horas","    56,420 horas","    5,669 streamers",NA,    146 canales,    637 espectadores,    78 canales
55,Dungeons & Dragons,Diciembre,2017,"  1,211,195 horas","    23,992 horas","    2,207 streamers","   40,150 espectadores",    146 canales,"  1,630 espectadores",    32 canales
117,The Elder Scrolls Online,Marzo,2018,"    391,101 horas","    46,673 horas","    6,065 streamers",NA,    146 canales,    526 espectadores,    62 canales
26,StarCraft II,Octubre,2018,"  4,628,888 horas","    64,858 horas","    6,425 streamers","   70,851 espectadores",    146 canales,"  6,229 espectadores",    87 canales
67,The Elder Scrolls Online,Diciembre,2019,"  1,594,458 horas","    57,487 horas","    5,227 streamers","   16,272 espectadores",    146 canales,"  2,145 espectadores",NA
69,Games + Demos,Octubre,2020,"  2,617,609 horas","    61,113 horas","    8,876 streamers","   63,363 espectadores",    146 canales,"  3,523 espectadores",    82 canales
85,Games + Demos,Noviembre,2020,"  1,912,039 horas","    55,582 horas","    7,496 streamers",NA,    146 canales,NA,    77 canales
41,Music,Noviembre,2017,"  1,951,751 horas","    71,590 horas","    5,657 streamers","   20,562 espectadores",    147 canales,NA,NA
55,Retro,Abril,2018,"  1,163,125 horas","    62,747 horas","    4,528 streamers","    8,188 espectadores",    147 canales,"  1,617 espectadores",    87 canales
101,The Sims 4,Noviembre,2018,"    753,416 horas","    39,839 horas","    6,954 streamers","   15,328 espectadores",    147 canales,NA,    55 canales
60,Tibia,Febrero,2019,"  1,386,025 horas","    56,454 horas","    3,472 streamers","    6,234 espectadores",    147 canales,"  2,065 espectadores",NA
25,Magic: The Gathering,Diciembre,2019,"  5,630,498 horas","    59,908 horas","    5,935 streamers","  107,819 espectadores",    147 canales,"  7,578 espectadores",NA
9,Talk Shows & Podcasts,Enero,2016,"  7,688,369 horas","    53,235 horas","   10,779 streamers","   84,051 espectadores",    148 canales," 10,347 espectadores",    71 canales
61,DayZ,Febrero,2017,"    906,518 horas","    42,558 horas","    4,070 streamers","    5,726 espectadores",    148 canales,"  1,350 espectadores",    63 canales
34,Poker,Julio,2017,"  2,216,730 horas","    35,917 horas","    2,192 streamers","   17,281 espectadores",    148 canales,"  2,983 espectadores",    48 canales
66,Tibia,Septiembre,2018,"    973,491 horas","    54,379 horas","    3,461 streamers","    3,812 espectadores",    148 canales,"  1,353 espectadores",    75 canales
69,Tibia,Diciembre,2018,"  1,390,744 horas","    59,630 horas","    3,895 streamers","    5,966 espectadores",    148 canales,"  1,871 espectadores",NA
28,StarCraft II,Junio,2019,"  4,999,481 horas","    64,212 horas","    6,220 streamers","   44,801 espectadores",    148 canales,"  6,953 espectadores",NA
44,StarCraft II,Septiembre,2020,"  5,104,967 horas","    65,169 horas","    4,984 streamers",NA,    148 canales,"  7,100 espectadores",    90 canales
90,The Elder Scrolls Online,Abril,2017,"    405,487 horas","    47,392 horas","    5,976 streamers","    2,184 espectadores",    149 canales,    563 espectadores,    65 canales
86,DayZ,Abril,2018,"    679,129 horas","    31,913 horas","    3,229 streamers",NA,    149 canales,    944 espectadores,    44 canales
61,StarCraft II,Marzo,2021,"  3,736,145 horas","    63,651 horas","    4,838 streamers","   37,925 espectadores",    149 canales,NA,    85 canales
108,MapleStory,Octubre,2021,"  1,605,498 horas","    55,260 horas","    2,549 streamers","   10,163 espectadores",    149 canales,"  2,160 espectadores",    74 canales
79,World of Warships,Enero,2023,"  2,017,717 horas","    53,198 horas","    4,536 streamers","   12,001 espectadores",    149 canales,"  2,715 espectadores",    71 canales
23,Poker,Febrero,2017,"  4,001,142 horas","    41,775 horas","    2,567 streamers","   21,138 espectadores",    150 canales,"  5,962 espectadores",    62 canales
89,7 Days to Die,Marzo,2017,"    411,913 horas","    55,707 horas","    5,653 streamers","    2,524 espectadores",    150 canales,NA,    74 canales
16,Talk Shows & Podcasts,Julio,2017,"  4,067,565 horas","    56,913 horas","   11,583 streamers","   69,117 espectadores",    150 canales,NA,    76 canales
90,World of Warships,Julio,2022,"  2,329,775 horas","    56,550 horas","    4,663 streamers","   20,594 espectadores",    150 canales,"  3,135 espectadores",    76 canales
81,World of Warships,Marzo,2023,"  2,184,949 horas","    50,541 horas","    4,797 streamers","   18,858 espectadores",    150 canales,"  2,940 espectadores",NA
59,Magic: The Gathering,Mayo,2023,"  3,762,453 horas","    53,775 horas","    5,704 streamers","   31,073 espectadores",    150 canales,"  5,063 espectadores",    72 canales
110,MapleStory,Junio,2019,"    658,086 horas","    44,853 horas","    3,791 streamers","    6,111 espectadores",    151 canales,    915 espectadores,NA
56,Heroes of the Storm,Octubre,2019,"  1,605,442 horas","    63,274 horas","    5,534 streamers","   21,966 espectadores",    151 canales,"  2,160 espectadores",    85 canales
60,Magic: The Gathering,Marzo,2022,"  3,534,790 horas","    58,256 horas","    6,226 streamers","   21,832 espectadores",    151 canales,"  4,757 espectadores",    78 canales
75,Magic: The Gathering,Julio,2022,"  3,072,032 horas","    55,202 horas","    6,163 streamers","   22,821 espectadores",    151 canales,"  4,134 espectadores",NA
72,MapleStory,Julio,2024,"  2,889,881 horas","    53,548 horas","    2,381 streamers","   14,705 espectadores",    151 canales,"  3,889 espectadores",NA
16,StarCraft II,Julio,2018,"  5,384,316 horas","    66,519 horas","    6,762 streamers","   81,780 espectadores",    152 canales,"  7,246 espectadores",    89 canales
28,StarCraft II,Septiembre,2018,"  4,494,862 horas","    64,190 horas","    6,324 streamers","   51,767 espectadores",    152 canales,"  6,251 espectadores",NA
60,World of Warships,Diciembre,2018,"  1,645,766 horas","    52,785 horas","    4,527 streamers",NA,    152 canales,"  2,215 espectadores",    71 canales
64,Magic: The Gathering,Marzo,2023,"  2,983,736 horas","    54,180 horas","    6,101 streamers","   15,431 espectadores",    152 canales,"  4,015 espectadores",    72 canales
43,DayZ,Noviembre,2016,"  1,146,376 horas","    47,123 horas","    4,303 streamers",NA,    153 canales,"  1,594 espectadores",NA
20,Poker,Mayo,2018,"  4,837,457 horas","    42,532 horas","    2,837 streamers",NA,    153 canales,"  6,510 espectadores",    57 canales
28,StarCraft II,Mayo,2019,"  4,925,622 horas","    69,016 horas","    6,704 streamers",NA,    153 canales,"  6,629 espectadores",    92 canales
27,RimWorld,Marzo,2020,"  6,548,503 horas","    61,694 horas","    4,834 streamers","   40,076 espectadores",    153 canales,"  8,813 espectadores",NA
131,Super Mario 64,Octubre,2020,"    968,898 horas","    42,330 horas","    6,056 streamers","   19,856 espectadores",    153 canales,"  1,304 espectadores",    56 canales
92,World of Warships,Diciembre,2023,"  2,376,562 horas","    55,274 horas","    4,086 streamers","   18,915 espectadores",    153 canales,NA,    74 canales
94,The Elder Scrolls Online,Enero,2016,"    368,914 horas","    55,827 horas","    9,198 streamers","    2,191 espectadores",    154 canales,    496 espectadores,    75 canales
7,Talk Shows & Podcasts,Febrero,2016,"  7,582,957 horas","    54,181 horas","   10,865 streamers","  106,073 espectadores",    154 canales," 10,910 espectadores",    77 canales
64,osu!,Julio,2016,"    551,337 horas","    64,498 horas","   13,834 streamers",NA,    154 canales,    742 espectadores,    86 canales
136,7 Days to Die,Febrero,2019,"    445,404 horas","    48,732 horas","    4,604 streamers","    5,475 espectadores",    154 canales,    663 espectadores,    72 canales
98,MapleStory,Septiembre,2021,"  1,922,613 horas","    57,130 horas","    2,927 streamers",NA,    154 canales,"  2,674 espectadores",    79 canales
90,Poker,Julio,2024,"  1,845,613 horas","    41,422 horas","    2,910 streamers","   20,774 espectadores",    154 canales,NA,    55 canales
11,StarCraft II,Febrero,2016,"  5,635,611 horas","    60,260 horas","    5,835 streamers","   26,454 espectadores",    155 canales,NA,    86 canales
32,Poker,Marzo,2018,"  2,956,997 horas","    43,299 horas","    2,567 streamers","   17,154 espectadores",    155 canales,"  3,979 espectadores",    58 canales
65,Retro,Marzo,2018,"  1,006,970 horas","    63,836 horas","    4,307 streamers","    7,829 espectadores",    155 canales,"  1,355 espectadores",    85 canales
62,MapleStory,Julio,2019,"  1,174,867 horas","    48,996 horas","    4,131 streamers","   21,363 espectadores",    155 canales,"  1,581 espectadores",    65 canales
57,Clash Royale,Septiembre,2021,"  4,049,638 horas","    56,933 horas","    9,401 streamers","   69,459 espectadores",    155 canales,"  5,632 espectadores",    79 canales
105,MapleStory,Octubre,2022,"  1,585,025 horas","    55,153 horas","    2,962 streamers","    9,223 espectadores",    155 canales,"  2,133 espectadores",    74 canales
79,World of Warships,Diciembre,2022,"  2,209,580 horas","    50,317 horas","    4,238 streamers","   14,012 espectadores",    155 canales,"  2,973 espectadores",    67 canales
37,Rust,Marzo,2016,"  1,670,685 horas","    48,755 horas","    5,945 streamers","   19,492 espectadores",    156 canales,"  2,248 espectadores",    65 canales
48,Dungeons & Dragons,Enero,2018,"  1,545,724 horas","    30,469 horas","    2,722 streamers","   96,446 espectadores",    156 canales,"  2,080 espectadores",    41 canales
28,Poker,Agosto,2018,"  4,066,393 horas","    49,952 horas","    2,925 streamers","   24,856 espectadores",    156 canales,"  5,472 espectadores",    67 canales
25,StarCraft II,Noviembre,2018,"  6,074,722 horas","    67,677 horas","    7,098 streamers","  148,897 espectadores",    156 canales,"  8,448 espectadores",    94 canales
22,StarCraft II,Febrero,2019,"  6,175,225 horas","    61,049 horas","    5,956 streamers","   50,967 espectadores",    156 canales,"  9,203 espectadores",    90 canales
88,World of Warships,Febrero,2023,"  1,737,404 horas","    46,825 horas","    4,555 streamers","   14,851 espectadores",    156 canales,"  2,589 espectadores",NA
23,StarCraft II,Mayo,2018,"  4,359,409 horas","    68,067 horas","    6,744 streamers","   22,793 espectadores",    157 canales,"  5,867 espectadores",NA
72,Tibia,Enero,2019,"  1,356,723 horas","    62,057 horas","    3,863 streamers","    5,244 espectadores",    157 canales,"  1,826 espectadores",    83 canales
24,Magic: The Gathering,Agosto,2019,"  4,547,164 horas","    66,529 horas","    6,927 streamers","   24,218 espectadores",    157 canales,"  6,120 espectadores",NA
63,Heroes of the Storm,Noviembre,2019,"  1,451,383 horas","    63,978 horas","    5,924 streamers","    5,485 espectadores",    157 canales,"  2,018 espectadores",    88 canales
80,Poker,Junio,2024,"  2,203,445 horas","    41,399 horas","    2,992 streamers","   56,802 espectadores",    157 canales,"  3,064 espectadores",    57 canales
45,Rust,Febrero,2016,"  1,464,908 horas","    52,721 horas","    6,844 streamers","   32,222 espectadores",    158 canales,"  2,107 espectadores",    75 canales
74,The Sims 4,Noviembre,2019,"  1,060,824 horas","    42,350 horas","    7,873 streamers","   31,058 espectadores",    158 canales,"  1,475 espectadores",    58 canales
55,Clash Royale,Mayo,2022,"  4,534,143 horas","    58,460 horas","   39,465 streamers","  118,799 espectadores",    158 canales,"  6,102 espectadores",    78 canales
79,World of Warships,Mayo,2022,"  2,386,840 horas","    58,418 horas","    4,806 streamers","   16,465 espectadores",    158 canales,"  3,212 espectadores",    78 canales
136,The Elder Scrolls Online,Noviembre,2022,"  1,029,690 horas","    56,101 horas","    6,113 streamers","   18,697 espectadores",    158 canales,NA,    78 canales
119,Euro Truck Simulator 2,Abril,2017,"    294,033 horas","    34,727 horas","    4,046 streamers","   25,740 espectadores",    159 canales,    408 espectadores,    48 canales
25,Talk Shows & Podcasts,Octubre,2017,"  4,186,370 horas","    45,856 horas","    8,665 streamers","  108,918 espectadores",    159 canales,"  5,634 espectadores",NA
31,Poker,Junio,2018,"  3,285,722 horas","    42,933 horas","    2,539 streamers","   25,339 espectadores",    159 canales,"  4,569 espectadores",    59 canales
63,Retro,Agosto,2018,"  1,201,425 horas","    69,444 horas","    4,875 streamers","    7,597 espectadores",    159 canales,"  1,616 espectadores",    93 canales
24,StarCraft II,Marzo,2019,"  5,698,747 horas","    70,788 horas","    6,755 streamers","   69,828 espectadores",    159 canales,"  7,669 espectadores",    95 canales
95,MapleStory,Noviembre,2022,"  1,636,437 horas","    53,268 horas","    3,081 streamers","   20,613 espectadores",    159 canales,"  2,275 espectadores",    74 canales
113,Euro Truck Simulator 2,Junio,2017,"    315,998 horas","    38,182 horas","    5,777 streamers",NA,    160 canales,    439 espectadores,    53 canales
27,Poker,Julio,2018,"  3,784,497 horas","    46,067 horas","    2,868 streamers",NA,    160 canales,"  5,093 espectadores",    62 canales
59,Retro,Octubre,2018,"  1,391,446 horas","    69,443 horas","    5,316 streamers","    8,392 espectadores",    160 canales,"  1,872 espectadores",    93 canales
61,Retro,Noviembre,2018,"  1,388,565 horas","    70,081 horas","    5,190 streamers","   13,650 espectadores",    160 canales,"  1,931 espectadores",    97 canales
52,World of Warships,Julio,2019,"  1,622,888 horas","    50,803 horas","    4,026 streamers","    8,078 espectadores",    160 canales,"  2,184 espectadores",    68 canales
58,World of Warships,Noviembre,2019,"  1,696,457 horas","    54,160 horas","    3,994 streamers","    7,016 espectadores",    160 canales,"  2,359 espectadores",NA
54,World of Warships,Marzo,2020,"  2,333,880 horas","    61,758 horas","    4,587 streamers","   11,615 espectadores",    160 canales,"  3,141 espectadores",    83 canales
