"Marca temporal","¿Qué grupo te envió la encuesta?","1. Sexo","2. ¿Cuál es tu peso actual (kg)? ","3. ¿Cuál es tu estatura en metros? ","4. Edad en años cumplidos","5. Carrera universitaria","6. Ciclo académico","7. ¿En cuántos cursos te encuentras matriculado actualmente?","8. Considerando los últimos 7 días, ¿Cuántas horas en total a la semana dedicaste a realizar actividad física (deporte, gimnasio, caminatas intensas, etc.)?","9. ¿Cuántas horas al día en promedio dedico al estudio (de lunes a viernes) sin contar las horas de clases?","10. ¿Cuál de las siguientes opciones describe mejor tu alimentación actual?","11. ¿Cuántas comidas principales (ej. desayuno, almuerzo, cena) consumes habitualmente en un día?","12. ¿Cuántas veces a la semana consumes comidas rápidas con alto contenido calórico y grasas (pizzas, hamburguesas, papas fritas, pollo frito, hot dogs, tacos)?","13. ¿Cuántos días a la semana preparas tu propia comida en casa para traerla a la universidad? (donde 0 = ningún día, 6= de lunes a sábado)","14. ¿Cuántos días a la semana realizas actividad física? (0 = ningún día , 7 = todos los días (de lunes a domingo)","15. ¿Cómo calificarías tu nivel de actividad física semanal?","16. ¿Cómo calificarías la calidad de tu sueño en general?  ","17. ¿Cuántas horas duermes en promedio por noche?  Considerar desde el momento que se recuestan y dejan de usar los dispositivos móviles hasta que se despiertan.","18. ¿Cuántas veces al mes consumes alcohol?  ( 0 = ninguna vez, 1, 2, 3, … ) ","19. ¿Qué cantidad de desayuno consumes habitualmente?","20. ¿Cuántos días a la semana consumes bebidas energéticas? (0 = ningún día de la semana, 1, 2, …, 7)","21. Cuando consumes bebidas energéticas, ¿cuántas unidades tomas por día?","22. ¿Cómo calificarías tu nivel de consumo de café o bebidas energizantes para estudiar?","23. ¿Cuál es tu percepción del nivel de estrés?","24. ¿Cuántos litros de agua pura en promedio consumes al día? Ejemplo 1.5","25. ¿Qué actividades consideras te ayudan a disminuir el nivel de estrés?","26. ¿Cuál es el motivo principal por el que realizas actividad física?","27. Qué tipo de actividad física realizas con mayor frecuencia durante el ciclo académico 2026-I?","28. ¿Cómo percibes tu estado de salud general?  ","29. ¿Padeces alguna enfermedad crónica (diabetes, asma, etc.)?  ","30. ¿Aproximadamente cuántos soles gastas en promedio al mes en productos que consideras saludables?","31. ¿Con qué frecuencia se siente con energía para realizar sus actividades diarias?","32. ¿Considera que sus hábitos de alimentación influyen en su estado de salud?","33. ¿Considera que dormir pocas horas afecta su bienestar físico y mental?","34. ¿Con qué frecuencia se siente emocionalmente bien?"
"2026/04/27 2:33:08 p.m. GMT-5","4","Masculino","66","1.70","17","Administración, Negocios y Contabilidad.","1","5","4","1","Omnívora: Consume alimentos de origen animal y vegetal.","2","2","2","4","Regular","Regular","7","5","0","1","1","3","2","3","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Aeróbica (correr, nadar, bicicleta).","Buena","Sí","0","Frecuentemente","Poco","Regular","A veces"
"2026/04/27 2:34:05 p.m. GMT-5","6","Femenino","79","1","18","Ingeniería, Tecnología y Construcción.","3","7","6","8","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","6","3","Regular","Buena","6","0","3","1","1","4","3","2","Dormir más horas que lo habitual","Salud general y recomendación médica.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","20","A veces","Bastante","Regular","A veces"
"2026/04/27 2:36:51 p.m. GMT-5","4","Masculino","80","1.70","21","Ingeniería, Tecnología y Construcción.","6","10","1","2","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","3","7","1","1","Regular","Regular","7","4","3","2","1","1","3","1.5","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Regular","No","50","A veces","Regular","Bastante","A veces"
"2026/04/27 2:37:47 p.m. GMT-5","4","Femenino","58","1.57","18","Ciencias Exactas y Ambientales.","2","5","3.5","4.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","6","3","Bajo","Mala","5","0","2","0","0","3","4","1","Realizar actividad física","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Regular","No","50","A veces","Bastante","Bastante","Frecuentemente"
"2026/04/27 2:37:58 p.m. GMT-5","4","Femenino","60","1.61","19","Humanidades, Artes y Educación.","6","8","15","8","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","5","5","Regular","Regular","5","0","3","0","0","0","2","2","Ir de compras","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","50","A veces","Regular","Regular","A veces"
"2026/04/27 2:42:46 p.m. GMT-5","4","Masculino","60 ","1.76","17","Ingeniería, Tecnología y Construcción.","1","2","3","2","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","1","2","3","6","Regular","Regular","5","0","1","0","0","1","3","1.5","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Mixta.","Buena","No","10","Frecuentemente","Poco","Poco","Frecuentemente"
"2026/04/27 2:43:16 p.m. GMT-5","6","Femenino","60","1.69","18","Ingeniería, Tecnología y Construcción.","3","5","5","5","Omnívora: Consume alimentos de origen animal y vegetal.","2","6","2","4","Regular","Muy mala","5","4","2","6","2","4","2","2","Dormir más horas que lo habitual","Salud general y recomendación médica.","Mixta.","Regular","No","20","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/27 2:45:40 p.m. GMT-5","4","Femenino","63","1.59","27","Administración, Negocios y Contabilidad.","9","6","10","10","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","5","Regular","Mala","6","1","3","0","0","0","3","5","Realizar actividad física","Reducción de estrés y ansiedad","Mixta.","Regular","No","300","Frecuentemente","Regular","Bastante","Frecuentemente"
"2026/04/27 2:47:55 p.m. GMT-5","4","Masculino","64","1.71","22","Ingeniería, Tecnología y Construcción.","9","4","4","2","Omnívora: Consume alimentos de origen animal y vegetal.","4","2","0","3","Muy alto","Regular","6.5","4","2","2","1","3","2","2","Realizar actividad física","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Buena","No","250","Frecuentemente","Regular","Bastante","Frecuentemente"
"2026/04/27 2:49:01 p.m. GMT-5","4","Masculino","53","1.66","100","Ingeniería, Tecnología y Construcción.","10","9","6","2","Omnívora: Consume alimentos de origen animal y vegetal.","5","2","6","5","Alto","Mala","5","20","3","0","0","2","1","1","Otros motivos","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","300","A veces","Bastante","Bastante","Frecuentemente"
"2026/04/27 2:50:38 p.m. GMT-5","4","Femenino","62","1.62","23","Ingeniería, Tecnología y Construcción.","1","5","1","1","Omnívora: Consume alimentos de origen animal y vegetal.","2","2","0","0","Bajo","Regular","6","2","3","1","0","2","3","3","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","No realizo actividad física.","Buena","Sí","0","Frecuentemente","Regular","Bastante","A veces"
"2026/04/27 2:54:33 p.m. GMT-5","4","Masculino","63.5","1.62","22","Ingeniería, Tecnología y Construcción.","1","6","3","2.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","6","6","Muy alto","Regular","6","0","3","0","Agua mineral nada más ","2","3","4","Jugar videojuegos","Mejora del rendimiento físico / Estética.","Mixta.","Regular","No","0","Frecuentemente","Regular","Poco","A veces"
"2026/04/27 2:58:27 p.m. GMT-5","6","Femenino","65","1.52","18","Humanidades, Artes y Educación.","3","5","4","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","6","3","Regular","Mala","6","0","1","0","0","2","0","2","Realizar actividad física","Salud general y recomendación médica.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","70","A veces","Bastante","Bastante","Frecuentemente"
"2026/04/27 2:58:32 p.m. GMT-5","4","Femenino","57","1.60","19","Ciencias Sociales y Derecho.","3","7","4 ","5.5","Frugívora/Frutariana: Basada principalmente en el consumo de frutas.","3","2","0","6","Regular","Regular","4","3","2","5","0","3","1","1.5","Dormir más horas que lo habitual","Recreación y socialización con amigos.","Mixta.","Regular","No","8","A veces","Poco","Poco","A veces"
"2026/04/27 2:59:38 p.m. GMT-5","4","Femenino","68","1.63","20","Ingeniería, Tecnología y Construcción.","5","5","4","12","Omnívora: Consume alimentos de origen animal y vegetal.","1","1","0","3","Bajo","Buena","8","0","0","0","0","3","3","2 ","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Mixta.","Regular","No","600","A veces","Bastante","Bastante","Frecuentemente"
"2026/04/27 3:00:16 p.m. GMT-5","4","Masculino","59","1.72","18","Ciencias de la Salud.","1","1","4.5","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","1","Muy bajo","Mala","6.5","0","1","0","0","1","4","1.5","Otros motivos","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Mala","Sí","0","Rara vez","Regular","Bastante","Rara vez"
"2026/04/27 3:01:14 p.m. GMT-5","4","Femenino","68","1.60","20","Humanidades, Artes y Educación.","2","5","5","2","Omnívora: Consume alimentos de origen animal y vegetal.","2","3","0","5","Muy bajo","Regular","5 ","3","1","0","0","3","4","1.5","Dormir más horas que lo habitual","Salud general y recomendación médica.","Mixta.","Regular","No","40","Rara vez","Bastante","Bastante",""
"2026/04/27 3:01:49 p.m. GMT-5","4","Masculino","90","1.90","21","Ingeniería, Tecnología y Construcción.","4","5","6","8","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","4","2","1","3","Alto","Muy mala","7","1","3","2","0","1","2","1.5","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Regular","No","80","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/27 3:17:46 p.m. GMT-5","4","Masculino","73","1.75","20","Ingeniería, Tecnología y Construcción.","7","4","2","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","3","2","Bajo","Buena","8","0","3","0","0","1","2","1","Jugar videojuegos","Salud general y recomendación médica.","Aeróbica (correr, nadar, bicicleta).","Buena","No","0","A veces","Regular","Bastante","Frecuentemente"
"2026/04/27 3:18:45 p.m. GMT-5","4","Masculino","58","1.60","22","Administración, Negocios y Contabilidad.","5","6","1","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","4","1","0","Muy bajo","Regular","7","3","3","0","0","2","3","1","Jugar videojuegos","Mejora del rendimiento físico / Estética.","No realizo actividad física.","Buena","No","1","Rara vez","Regular","Bastante","A veces"
"2026/04/27 3:19:19 p.m. GMT-5","4","Femenino","70","1.70","25","Administración, Negocios y Contabilidad.","3","5","5","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","3","4","Alto","Buena","9","1","1","0","1","0","1","3","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Buena","No","1","A veces","Poco","Poco","Frecuentemente"
"2026/04/27 3:21:02 p.m. GMT-5","4","Masculino","90","1.77","20","Ingeniería, Tecnología y Construcción.","4","8","1","0","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","2","0","Muy bajo","Muy buena","5.3","0","2","0","0","0","2","3","Jugar videojuegos","Reducción de estrés y ansiedad","No realizo actividad física.","Buena","No","0","A veces","Bastante","Bastante","A veces"
"2026/04/27 3:26:04 p.m. GMT-5","4","Masculino","102","1.89","21","Ciencias de la Salud.","2","6","7","5","Omnívora: Consume alimentos de origen animal y vegetal.","2","3","0","4","Bajo","Mala","6","0","2","0","3","0","4","4","Dormir más horas que lo habitual","Reducción de estrés y ansiedad","No realizo actividad física.","Regular","No","10","A veces","Bastante","Poco","A veces"
"2026/04/27 3:30:40 p.m. GMT-5","8","Femenino","58","1.56","18","Administración, Negocios y Contabilidad.","3","5","4.5","10 ","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","2","4","Regular","Regular","6","1","4","0","0","0","3","1.5","Salir a pasear o conversar con mis amigos","Salud general y recomendación médica.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","10","Frecuentemente","Bastante","Regular","Siempre"
"2026/04/27 3:33:15 p.m. GMT-5","4","Masculino","70","1.72","20","Administración, Negocios y Contabilidad.","6","5","4","0","Omnívora: Consume alimentos de origen animal y vegetal.","2","3","4","3","Regular","Mala","6","7","3","5","1","1","3","1.5","Jugar videojuegos","Salud general y recomendación médica.","Aeróbica (correr, nadar, bicicleta).","Regular","No","150","A veces","Regular","Regular","Frecuentemente"
"2026/04/27 3:34:03 p.m. GMT-5","4","Masculino","88","1.75","20","Ingeniería, Tecnología y Construcción.","5","3","3","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","6","2","Bajo","Regular","6","0","3","0","0","1","3","2","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Aeróbica (correr, nadar, bicicleta).","Mala","No","0","A veces","Regular","Bastante","Frecuentemente"
"2026/04/27 3:35:31 p.m. GMT-5","5","Femenino","57","1.65","18","Ingeniería, Tecnología y Construcción.","3","5","2","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","5","5","Bajo","Regular","5","4","2","0","1","0","3","1","Dormir más horas que lo habitual","Recreación y socialización con amigos.","No realizo actividad física.","Regular","No","80","Rara vez","Regular","Bastante","A veces"
"2026/04/27 3:36:02 p.m. GMT-5","6","Femenino","58","1.62","18","Ciencias de la Salud.","3","5","3","3","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","4","4","Bajo","Regular","5","0","1","0","0","0","2","1","Otros motivos","Reducción de estrés y ansiedad","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","50","A veces","Regular","Regular","A veces"
"2026/04/27 3:39:54 p.m. GMT-5","5","Masculino","66","1.72","21","Ingeniería, Tecnología y Construcción.","3","6","6.5","4.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","3","3","Alto","Buena","6","4","3","1","1","0","3","2.0","Realizar actividad física","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Muy buena","No","200","Frecuentemente","Bastante","Regular","A veces"
"2026/04/27 3:43:43 p.m. GMT-5","6","Femenino","62","1","20","Humanidades, Artes y Educación.","7","6","4","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","5","3","Regular","Regular","7","0","2","1","1","2","3","1.5","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","Mixta.","Regular","Sí","20","A veces","Poco","Regular","Frecuentemente"
"2026/04/27 3:46:06 p.m. GMT-5","5","Femenino","66","1.65","18","Ingeniería, Tecnología y Construcción.","3","6","1","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","2","1","Bajo","Regular","7","6","3","0","0","1","3","2","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Regular","No","100","A veces","Regular","Bastante","A veces"
"2026/04/27 3:56:47 p.m. GMT-5","8","Femenino","54","1.67","18","Administración, Negocios y Contabilidad.","3","6","3.5","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","5","4","Bajo","Regular","6","4","3","0","0","3","4","1.5","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Mixta.","Buena","No","200","A veces","Regular","Regular","A veces"
"2026/04/27 4:06:57 p.m. GMT-5","5","Masculino","82.6","1.70","18","Ingeniería, Tecnología y Construcción.","3","5","7.5","5.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","0","5","Alto","Regular","6","0","3","0","0","2","4","2","Realizar actividad física","Salud general y recomendación médica.","Mixta.","Buena","Sí","0","A veces","Bastante","Bastante","A veces"
"2026/04/27 4:13:03 p.m. GMT-5","9","Masculino","90","1.65","22","Ingeniería, Tecnología y Construcción.","7","4","3","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","0","3","Regular","Regular","6","1","3","0","0","0","3","1","Realizar actividad física","Reducción de estrés y ansiedad","Aeróbica (correr, nadar, bicicleta).","Regular","Sí","90","Frecuentemente","Regular","Bastante","A veces"
"2026/04/27 4:15:55 p.m. GMT-5","5","Masculino","68","1.65","18","Ingeniería, Tecnología y Construcción.","3","6","4.5","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","3","4","Regular","Buena","6","0","3","0","3","2","2","3","Realizar actividad física","Recreación y socialización con amigos.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","Sí","20","A veces","Poco","Muy poco","Frecuentemente"
"2026/04/27 4:21:14 p.m. GMT-5","4","Femenino","69","1.65","21","Ingeniería, Tecnología y Construcción.","7","5","7 ","12","Omnívora: Consume alimentos de origen animal y vegetal.","2","2","6","5","Bajo","Muy mala","5","0","0","0","0","1","4","2.5","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Mixta.","Regular","Sí","0","A veces","Poco","Bastante","Frecuentemente"
"2026/04/27 5:11:45 p.m. GMT-5","5","Masculino","62","1.75","18","Ingeniería, Tecnología y Construcción.","3","6","2","7","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","1","2","Regular","Regular","7","2","3","3","2","3","3","2.5","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Aeróbica (correr, nadar, bicicleta).","Regular","No","150","Frecuentemente","Regular","Bastante","A veces"
"2026/04/27 5:26:49 p.m. GMT-5","4","Masculino","76","1.72","24","Ingeniería, Tecnología y Construcción.","8","5","8","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","4","2","7","Regular","Muy mala","4","1","3","0","1","1","4","1","Dormir más horas que lo habitual","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Regular","No","200","A veces","Regular","Bastante","A veces"
"2026/04/27 6:23:50 p.m. GMT-5","4","Femenino","65","1.57","22","Ciencias Sociales y Derecho.","8","8","1.5","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","2","3","Bajo","Mala","4","2","1","2","2","1","4","1.5","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Mixta.","Regular","No","20","Rara vez","Regular","Regular","A veces"
"2026/04/27 6:32:53 p.m. GMT-5","2","Masculino","89","1.77","19","Ingeniería, Tecnología y Construcción.","5","6","1","2","Omnívora: Consume alimentos de origen animal y vegetal.","4","3","0","1","Muy bajo","Regular","6","0","1","2","2","2","4","1.5","Jugar videojuegos","Salud general y recomendación médica.","Aeróbica (correr, nadar, bicicleta).","Mala","No","70","Rara vez","Regular","Bastante","A veces"
"2026/04/27 6:40:15 p.m. GMT-5","2","Femenino","57","1.55","19","Ingeniería, Tecnología y Construcción.","5","6","7.5","15","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","3","5","Regular","Muy mala","6","0","1","0","0","0","4","3.5","Dormir más horas que lo habitual","Reducción de estrés y ansiedad","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","200","Frecuentemente","Bastante","Bastante","A veces"
"2026/04/27 6:41:37 p.m. GMT-5","2","Femenino","50","1.55","19","Ingeniería, Tecnología y Construcción.","5","5","1","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","2","0","Bajo","Regular","7","0","3","0","0","2","3","2","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Regular","No","10","A veces","Regular","Bastante","Frecuentemente"
"2026/04/27 6:44:10 p.m. GMT-5","2","Femenino","53","1.65","19","Ingeniería, Tecnología y Construcción.","5","5","2","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","3","1","Bajo","Regular","6","0","3","0","0","1","3","3","Dormir más horas que lo habitual","Reducción de estrés y ansiedad","Aeróbica (correr, nadar, bicicleta).","Buena","No","100","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/27 6:54:44 p.m. GMT-5","4","Masculino","100","1.84","22","Ingeniería, Tecnología y Construcción.","7","5","2","12","Omnívora: Consume alimentos de origen animal y vegetal.","4","3","3","4","Regular","Regular","5","0","2","0","1","0","3","2","Jugar videojuegos","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Regular","No","2","A veces","Poco","Poco","A veces"
"2026/04/27 6:58:10 p.m. GMT-5","6","Femenino","78","1.81","20","Ingeniería, Tecnología y Construcción.","3","5","3","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","5","3","Regular","Regular","7.5","1","3","0","0","2","1","1.75","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Mixta.","Buena","No","30","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/27 6:58:54 p.m. GMT-5","6","Femenino","52","1","18","Administración, Negocios y Contabilidad.","3","8","28","18","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","6","7","Regular","Regular","6","2","3","1","1","1","3","2.5","Otros motivos","Salud general y recomendación médica.","Aeróbica (correr, nadar, bicicleta).","Regular","No","40","Frecuentemente","Bastante","Bastante","A veces"
"2026/04/27 7:10:03 p.m. GMT-5","4","Femenino","59","1.62","23","Ingeniería, Tecnología y Construcción.","8","6","4","2","Vegetariana: Excluye carne y pescado.","2","1","5","2","Bajo","Mala","6","4","2","3","1","4","2","1","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Mixta.","Regular","Sí","100","A veces","Regular","Bastante","Frecuentemente"
"2026/04/27 7:16:00 p.m. GMT-5","4","Femenino","58","1.6","22","Ingeniería, Tecnología y Construcción.","10","6","8","18","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","4","5","Regular","Mala","6","1","2","0","0","4","4","2","Realizar actividad física","Reducción de estrés y ansiedad","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","25","Frecuentemente","Poco","Bastante","A veces"
"2026/04/27 7:34:39 p.m. GMT-5","6","Femenino","55","1.54","18","Ingeniería, Tecnología y Construcción.","2","8","18 ","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","4","0","Bajo","Regular","7 ","0","0","0","0","0","0","1","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","20 ","A veces","Poco","Regular","A veces"
"2026/04/27 7:39:55 p.m. GMT-5","4","Masculino","56","1.70","17","Ingeniería, Tecnología y Construcción.","1","5","1.5","2 ","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","0","1","Muy bajo","Mala","8","0","3","0","0","1","1","1","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Regular","No","0","A veces","Bastante","Bastante","Frecuentemente"
"2026/04/27 7:47:53 p.m. GMT-5","8","Masculino","68","1.68","19","Administración, Negocios y Contabilidad.","2","6","6","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","3","3","Regular","Buena","8","0","3","0","0","3","3","2","Realizar actividad física","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","40","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/27 7:48:05 p.m. GMT-5","8","Femenino","58","1.57","19","Administración, Negocios y Contabilidad.","5","6","3","6","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","0","1","Bajo","Mala","5","0","1","0","0","0","4","2","Ir de compras","Reducción de estrés y ansiedad","Mixta.","Regular","No","104","A veces","Regular","Bastante","Rara vez"
"2026/04/27 7:49:56 p.m. GMT-5","8","Masculino","70","1.70","20","Ingeniería, Tecnología y Construcción.","6","5","5","5","Omnívora: Consume alimentos de origen animal y vegetal.","2","3","6","4","Alto","Buena","7","5","0","0","0","0","1","3","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Muy buena","No","0","Siempre","Bastante","Bastante","Siempre"
"2026/04/27 8:13:35 p.m. GMT-5","4","Masculino","80","1.70","22","Ingeniería, Tecnología y Construcción.","7","4","6","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","0","4","Bajo","Mala","9","2","3","0","0","3","1","1.5","Realizar actividad física","Reducción de estrés y ansiedad","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","80","A veces","Bastante","Bastante","Frecuentemente"
"2026/04/27 8:21:53 p.m. GMT-5","3","Femenino","55","1.6","18","Ciencias Sociales y Derecho.","4","6","1","7","Omnívora: Consume alimentos de origen animal y vegetal.","2","2","0","0","Bajo","Regular","5","0","2","1","1","2","4","1","Dormir más horas que lo habitual","Reducción de estrés y ansiedad","No realizo actividad física.","Regular","No","40","A veces","Regular","Poco","Frecuentemente"
"2026/04/27 9:06:11 p.m. GMT-5","8","Masculino","55","1.75","19","Ciencias Exactas y Ambientales.","5","4","1","10","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","0","0","Muy bajo","Buena","7","0","3","0","0","0","2","2","Realizar actividad física","Reducción de estrés y ansiedad","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","0","Frecuentemente","Bastante","Bastante","A veces"
"2026/04/27 9:31:28 p.m. GMT-5","5","Femenino","56.59","1.56","18","Ingeniería, Tecnología y Construcción.","4","5","10","2","Omnívora: Consume alimentos de origen animal y vegetal.","2","2","0","4","Regular","Mala","5","4","2","0","0","3","3","1","Ir de compras","Mejora del rendimiento físico / Estética.","Mixta.","Regular","No","70","A veces","Bastante","Regular","A veces"
"2026/04/27 9:32:47 p.m. GMT-5","4","Masculino","90","1.73","20","Administración, Negocios y Contabilidad.","3","7","3","2.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","4","0","1","Bajo","Mala","5","2","3","0","0","0","2","1.5","Realizar actividad física","Recreación y socialización con amigos.","Aeróbica (correr, nadar, bicicleta).","Mala","No","0","Rara vez","Bastante","Bastante","Frecuentemente"
"2026/04/28 8:50:31 a.m. GMT-5","4","Masculino","78","1.73","21","Ciencias de la Salud.","7","5","3.5","7","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","6","Alto","Muy buena","7.5","0","3","0","0","0","0","2","Salir a pasear o conversar con mis amigos","Salud general y recomendación médica.","Mixta.","Buena","No","0","Frecuentemente","Regular","Bastante","Frecuentemente"
"2026/04/28 9:54:16 a.m. GMT-5","6","Masculino","60","1.70","23","Ingeniería, Tecnología y Construcción.","3","5","2","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","6","0","Muy bajo","Mala","5","1","2","0","0","3","2","1.5","Jugar videojuegos","Mejora del rendimiento físico / Estética.","No realizo actividad física.","Buena","No","5","Frecuentemente","Regular","Regular","A veces"
"2026/04/28 11:10:44 a.m. GMT-5","8","Masculino","68","1.70","18","Ingeniería, Tecnología y Construcción.","3","5","6","3","Omnívora: Consume alimentos de origen animal y vegetal.","3 ","4","2","4","Regular","Mala","7","3","2","3","1","3","3","1","Realizar actividad física","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","0","A veces","Regular","Bastante","Frecuentemente"
"2026/04/28 11:30:07 a.m. GMT-5","9","Masculino","80","1.65","20","Ingeniería, Tecnología y Construcción.","6","5","4","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","4","0","4","Regular","Regular","6","1","3","2","1","2","3","1","Realizar actividad física","Reducción de estrés y ansiedad","Mixta.","Regular","Sí","100","Frecuentemente","Regular","Bastante","Frecuentemente"
"2026/04/28 12:21:46 p.m. GMT-5","8","Femenino","54","1.65","17","Ciencias Sociales y Derecho.","1","6","4.1","1.5 ","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","1","2","Bajo","Mala","6","1","3","0","0","2","2","2.5","Dormir más horas que lo habitual","Recreación y socialización con amigos.","Aeróbica (correr, nadar, bicicleta).","Muy buena","No","26","A veces","Nunca","Poco","Frecuentemente"
